Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA,B365CH,B365CD,B365CA,ParsedDate,HomeKey,AwayKey,MatchKey,Occurrence,FDID
Romania,Superliga,2025/2026,11/07/2025,17:00,Metaloglobus Bucharest,U. Cluj,1,4,A,7.69,4.51,1.43,7.69,4.6,1.48,6.8,4.23,1.41,8.6,4.5,1.5,,,,2025-07-11,metaloglobus bucharest,u cluj,metaloglobus bucharest|||u cluj|||1|||4,1,1
Romania,Superliga,2025/2026,11/07/2025,19:30,FC Arges,FC Rapid Bucuresti,0,2,A,3.95,3.28,2.03,3.95,3.35,2.07,3.55,3.2,2,4.2,3.3,2.12,,,,2025-07-11,fc arges,fc rapid bucuresti,fc arges|||fc rapid bucuresti|||0|||2,1,2
Romania,Superliga,2025/2026,12/07/2025,16:30,UTA Arad,Univ. Craiova,3,3,D,4.2,3.56,1.88,4.2,3.56,1.92,3.85,3.42,1.86,4.6,3.65,1.94,,,,2025-07-12,uta arad,univ craiova,uta arad|||univ craiova|||3|||3,1,3
Romania,Superliga,2025/2026,12/07/2025,19:30,FCSB,FC Hermannstadt,1,1,D,1.4,4.8,7.81,1.42,4.8,7.81,1.39,4.45,6.92,1.42,4.9,10,,,,2025-07-12,fcsb,fc hermannstadt,fcsb|||fc hermannstadt|||1|||1,1,4
Romania,Superliga,2025/2026,13/07/2025,16:30,Otelul,Petrolul,0,0,D,2.37,2.97,3.45,2.42,3,3.45,2.31,2.91,3.16,2.46,3,3.65,,,,2025-07-13,otelul,petrolul,otelul|||petrolul|||0|||0,1,5
Romania,Superliga,2025/2026,14/07/2025,17:00,FC Botosani,Farul Constanta,1,1,D,2.52,3.23,2.94,2.52,3.35,3.25,2.32,3.13,2.97,2.56,3.25,3.2,,,,2025-07-14,fc botosani,farul constanta,fc botosani|||farul constanta|||1|||1,1,7
Romania,Superliga,2025/2026,14/07/2025,19:30,Csikszereda M. Ciuc,Din. Bucuresti,2,2,D,3.36,3,2.4,3.36,3.1,2.4,3.2,2.98,2.26,3.75,3.2,2.36,,,,2025-07-14,csikszereda,din bucuresti,csikszereda|||din bucuresti|||2|||2,1,8
Romania,Superliga,2025/2026,18/07/2025,17:00,FC Hermannstadt,Metaloglobus Bucharest,2,2,D,1.37,4.54,9.99,1.38,4.54,10,1.35,4.39,8.32,1.41,4.8,10.5,,,,2025-07-18,fc hermannstadt,metaloglobus bucharest,fc hermannstadt|||metaloglobus bucharest|||2|||2,1,9
Romania,Superliga,2025/2026,18/07/2025,19:30,Univ. Craiova,FC Arges,3,1,H,1.54,4.07,6.34,1.58,4.2,6.34,1.53,3.91,5.61,1.62,4.1,6.6,,,,2025-07-18,univ craiova,fc arges,univ craiova|||fc arges|||3|||1,1,10
Romania,Superliga,2025/2026,19/07/2025,16:30,U. Cluj,UTA Arad,1,1,D,1.61,3.9,5.77,1.68,3.9,5.77,1.61,3.71,5.05,1.66,3.95,6.4,,,,2025-07-19,u cluj,uta arad,u cluj|||uta arad|||1|||1,1,11
Romania,Superliga,2025/2026,19/07/2025,19:30,Petrolul,FCSB,0,1,A,4.78,3.35,1.84,4.78,3.5,1.9,4.07,3.31,1.84,5.1,3.4,1.94,,,,2025-07-19,petrolul,fcsb,petrolul|||fcsb|||0|||1,1,12
Romania,Superliga,2025/2026,20/07/2025,16:30,Farul Constanta,Otelul,3,2,H,2.15,3.2,3.68,2.15,3.3,3.68,2.09,3.14,3.4,2.26,3.3,3.8,,,,2025-07-20,farul constanta,otelul,farul constanta|||otelul|||3|||2,1,13
Romania,Superliga,2025/2026,20/07/2025,19:30,FC Rapid Bucuresti,CFR Cluj,1,1,D,2.54,3.34,2.82,2.54,3.6,2.88,2.4,3.31,2.7,2.58,3.4,3,,,,2025-07-20,fc rapid bucuresti,cfr cluj,fc rapid bucuresti|||cfr cluj|||1|||1,1,14
Romania,Superliga,2025/2026,21/07/2025,19:30,Din. Bucuresti,FC Botosani,0,0,D,1.66,3.7,5.63,1.73,3.7,5.75,1.67,3.5,4.94,1.71,3.95,6,,,,2025-07-21,din bucuresti,fc botosani,din bucuresti|||fc botosani|||0|||0,1,16
Romania,Superliga,2025/2026,25/07/2025,17:45,Metaloglobus Bucharest,Petrolul,0,3,A,4.79,3.43,1.82,5,3.5,1.82,4.53,3.35,1.75,5.2,3.5,1.91,,,,2025-07-25,metaloglobus bucharest,petrolul,metaloglobus bucharest|||petrolul|||0|||3,1,17
Romania,Superliga,2025/2026,25/07/2025,20:00,Csikszereda M. Ciuc,FC Rapid Bucuresti,0,2,A,6.18,4.3,1.52,6.25,4.33,1.57,5.53,4.06,1.51,6.2,4.2,1.64,,,,2025-07-25,csikszereda,fc rapid bucuresti,csikszereda|||fc rapid bucuresti|||0|||2,1,18
Romania,Superliga,2025/2026,26/07/2025,16:30,UTA Arad,FC Hermannstadt,1,0,H,2.36,3.1,3.31,2.38,3.35,3.31,2.26,3.18,3.02,2.44,3.25,3.4,,,,2025-07-26,uta arad,fc hermannstadt,uta arad|||fc hermannstadt|||1|||0,1,19
Romania,Superliga,2025/2026,27/07/2025,16:30,CFR Cluj,FC Arges,0,2,A,1.57,3.82,6.59,1.7,3.82,6.59,1.66,3.39,5.21,1.81,3.55,5.6,,,,2025-07-27,cfr cluj,fc arges,cfr cluj|||fc arges|||0|||2,1,21
Romania,Superliga,2025/2026,27/07/2025,19:30,Otelul,Din. Bucuresti,2,1,H,4.22,3.11,2.03,4.33,3.25,2.05,4.03,3.16,1.9,4.8,3.3,1.98,,,,2025-07-27,otelul,din bucuresti,otelul|||din bucuresti|||2|||1,1,22
Romania,Superliga,2025/2026,28/07/2025,17:00,FC Botosani,Unirea Slobozia,4,0,H,2.25,3.28,3.36,2.25,3.33,3.5,2.1,3.2,3.3,2.18,3.35,3.9,,,,2025-07-28,fc botosani,unirea slobozia,fc botosani|||unirea slobozia|||4|||0,1,23
Romania,Superliga,2025/2026,28/07/2025,19:30,Univ. Craiova,U. Cluj,2,1,H,2.55,3.43,2.75,2.55,3.43,3.1,2.3,3.29,2.87,2.4,3.45,3.3,,,,2025-07-28,univ craiova,u cluj,univ craiova|||u cluj|||2|||1,1,24
Romania,Superliga,2025/2026,01/08/2025,17:00,Farul Constanta,Metaloglobus Bucharest,2,1,H,1.46,4.63,6.6,1.46,4.7,7,1.41,4.4,6.58,1.47,4.9,8,,,,2025-08-01,farul constanta,metaloglobus bucharest,farul constanta|||metaloglobus bucharest|||2|||1,1,25
Romania,Superliga,2025/2026,01/08/2025,19:30,Petrolul,UTA Arad,1,2,A,2.96,2.93,2.71,2.96,3.1,2.71,2.82,2.95,2.53,3,3,2.88,,,,2025-08-01,petrolul,uta arad,petrolul|||uta arad|||1|||2,1,26
Romania,Superliga,2025/2026,02/08/2025,16:30,FC Arges,Csikszereda M. Ciuc,3,1,H,1.91,3.29,4.48,1.91,3.45,5.33,1.71,3.35,4.82,1.76,3.5,6.4,,,,2025-08-02,fc arges,csikszereda,fc arges|||csikszereda|||3|||1,1,27
Romania,Superliga,2025/2026,02/08/2025,19:30,Din. Bucuresti,FCSB,4,3,H,3.13,3.29,2.35,3.4,3.35,2.35,3.3,3.25,2.08,3.85,3.35,2.24,,,,2025-08-02,din bucuresti,fcsb,din bucuresti|||fcsb|||4|||3,1,28
Romania,Superliga,2025/2026,03/08/2025,16:30,FC Hermannstadt,U. Cluj,2,2,D,2.91,3.26,2.52,3.25,3.26,2.52,3.05,3.11,2.28,3.7,3.2,2.38,,,,2025-08-03,fc hermannstadt,u cluj,fc hermannstadt|||u cluj|||2|||2,1,29
Romania,Superliga,2025/2026,03/08/2025,19:30,CFR Cluj,Univ. Craiova,2,3,A,2.39,3.27,3.1,2.39,3.35,3.75,2.03,3.27,3.45,2.12,3.4,4.1,,,,2025-08-03,cfr cluj,univ craiova,cfr cluj|||univ craiova|||2|||3,1,30
Romania,Superliga,2025/2026,04/08/2025,17:00,Unirea Slobozia,Otelul,0,0,D,2.87,2.97,2.76,3.14,3.2,2.76,2.91,3.02,2.42,3.3,3.1,2.56,,,,2025-08-04,unirea slobozia,otelul,unirea slobozia|||otelul|||0|||0,1,31
Romania,Superliga,2025/2026,04/08/2025,19:30,FC Rapid Bucuresti,FC Botosani,2,1,H,1.59,3.93,5.93,1.64,4,5.93,1.6,3.78,4.99,1.67,4,6.4,,,,2025-08-04,fc rapid bucuresti,fc botosani,fc rapid bucuresti|||fc botosani|||2|||1,1,32
