MatchKey,Occurrence,Away,Home,TableNumber,HG,AG,FDHome,FDAway,WikiID,FDID,Date
Academica Clinceni|||U. Cluj|||1|||3,1,Universitatea Craiova,Academica Clinceni,6,1,3,Academica Clinceni,U. Cluj,13,,
FC Arges|||U. Cluj|||3|||2,1,Universitatea Craiova,Argeș Pitești,6,3,2,FC Arges,U. Cluj,28,,
FC Botosani|||U. Cluj|||2|||2,1,Universitatea Craiova,Botoșani,6,2,2,FC Botosani,U. Cluj,43,,
Chindia Targoviste|||U. Cluj|||0|||1,1,Universitatea Craiova,Chindia Târgoviște,6,0,1,Chindia Targoviste,U. Cluj,58,,
CFR Cluj|||U. Cluj|||1|||0,1,Universitatea Craiova,CFR Cluj,6,1,0,CFR Cluj,U. Cluj,73,,
Din. Bucuresti|||U. Cluj|||1|||6,1,Universitatea Craiova,Dinamo București,6,1,6,Din. Bucuresti,U. Cluj,88,,
Farul Constanta|||U. Cluj|||1|||0,1,Universitatea Craiova,Farul Constanța,6,1,0,Farul Constanta,U. Cluj,103,,
FCSB|||U. Cluj|||4|||1,1,Universitatea Craiova,FCSB,6,4,1,FCSB,U. Cluj,118,,
U Craiova 1948|||U. Cluj|||0|||2,1,Universitatea Craiova,FC U Craiova 1948,6,0,2,U Craiova 1948,U. Cluj,133,,
Gaz Metan Medias|||U. Cluj|||1|||1,1,Universitatea Craiova,Gaz Metan Mediaș,6,1,1,Gaz Metan Medias,U. Cluj,148,,
Mioveni|||U. Cluj|||0|||3,1,Universitatea Craiova,Mioveni,6,0,3,Mioveni,U. Cluj,163,,
FC Rapid Bucuresti|||U. Cluj|||1|||2,1,Universitatea Craiova,Rapid București,6,1,2,FC Rapid Bucuresti,U. Cluj,178,,
Sepsi Sf. Gheorghe|||U. Cluj|||3|||1,1,Universitatea Craiova,Sepsi OSK,6,3,1,Sepsi Sf. Gheorghe,U. Cluj,193,,
U. Cluj|||Academica Clinceni|||5|||0,1,Academica Clinceni,Universitatea Craiova,6,5,0,U. Cluj,Academica Clinceni,196,,
U. Cluj|||FC Arges|||1|||0,1,Argeș Pitești,Universitatea Craiova,6,1,0,U. Cluj,FC Arges,197,,
U. Cluj|||FC Botosani|||1|||2,1,Botoșani,Universitatea Craiova,6,1,2,U. Cluj,FC Botosani,198,,
U. Cluj|||Chindia Targoviste|||1|||0,1,Chindia Târgoviște,Universitatea Craiova,6,1,0,U. Cluj,Chindia Targoviste,199,,
U. Cluj|||CFR Cluj|||1|||1,1,CFR Cluj,Universitatea Craiova,6,1,1,U. Cluj,CFR Cluj,200,,
U. Cluj|||Din. Bucuresti|||5|||0,1,Dinamo București,Universitatea Craiova,6,5,0,U. Cluj,Din. Bucuresti,201,,
U. Cluj|||Farul Constanta|||1|||0,1,Farul Constanța,Universitatea Craiova,6,1,0,U. Cluj,Farul Constanta,202,,
U. Cluj|||FCSB|||2|||3,1,FCSB,Universitatea Craiova,6,2,3,U. Cluj,FCSB,203,,
U. Cluj|||U Craiova 1948|||2|||0,1,FC U Craiova 1948,Universitatea Craiova,6,2,0,U. Cluj,U Craiova 1948,204,,
U. Cluj|||Gaz Metan Medias|||1|||0,1,Gaz Metan Mediaș,Universitatea Craiova,6,1,0,U. Cluj,Gaz Metan Medias,205,,
U. Cluj|||Mioveni|||5|||2,1,Mioveni,Universitatea Craiova,6,5,2,U. Cluj,Mioveni,206,,
U. Cluj|||FC Rapid Bucuresti|||1|||0,1,Rapid București,Universitatea Craiova,6,1,0,U. Cluj,FC Rapid Bucuresti,207,,
U. Cluj|||Sepsi Sf. Gheorghe|||1|||1,1,Sepsi OSK,Universitatea Craiova,6,1,1,U. Cluj,Sepsi Sf. Gheorghe,208,,
U. Cluj|||UTA Arad|||0|||0,1,UTA Arad,Universitatea Craiova,6,0,0,U. Cluj,UTA Arad,209,,
U. Cluj|||FC Voluntari|||3|||0,1,Voluntari,Universitatea Craiova,6,3,0,U. Cluj,FC Voluntari,210,,
UTA Arad|||U. Cluj|||1|||0,1,Universitatea Craiova,UTA Arad,6,1,0,UTA Arad,U. Cluj,224,,
FC Voluntari|||U. Cluj|||1|||1,1,Universitatea Craiova,Voluntari,6,1,1,FC Voluntari,U. Cluj,239,,
