MatchKey,Occurrence,TableNumber,Home,Away,HG,AG,HomeKey,AwayKey,WikiID,FDID,Date
arges_pitesti|||botosani|||0|||2,1,6,Argeș Pitești,Botoșani,0,2,arges_pitesti,botosani,1,,
arges_pitesti|||cfr cluj|||0|||1,1,6,Argeș Pitești,CFR Cluj,0,1,arges_pitesti,cfr cluj,2,,
arges_pitesti|||chindia targoviste|||2|||1,1,6,Argeș Pitești,Chindia Târgoviște,2,1,arges_pitesti,chindia targoviste,3,,
arges_pitesti|||farul constanta|||0|||0,1,6,Argeș Pitești,Farul Constanța,0,0,arges_pitesti,farul constanta,4,,
arges_pitesti|||fcsb|||1|||2,1,6,Argeș Pitești,FCSB,1,2,arges_pitesti,fcsb,5,,
arges_pitesti|||fcu_1948_craiova|||0|||2,1,6,Argeș Pitești,FCU 1948 Craiova,0,2,arges_pitesti,fcu_1948_craiova,6,,
arges_pitesti|||hermannstadt|||0|||1,1,6,Argeș Pitești,Hermannstadt,0,1,arges_pitesti,hermannstadt,7,,
arges_pitesti|||mioveni|||2|||2,1,6,Argeș Pitești,Mioveni,2,2,arges_pitesti,mioveni,8,,
arges_pitesti|||petrolul ploiesti|||0|||1,1,6,Argeș Pitești,Petrolul Ploiești,0,1,arges_pitesti,petrolul ploiesti,9,,
arges_pitesti|||rapid bucuresti|||1|||1,1,6,Argeș Pitești,Rapid București,1,1,arges_pitesti,rapid bucuresti,10,,
arges_pitesti|||sepsi|||0|||5,1,6,Argeș Pitești,Sepsi OSK,0,5,arges_pitesti,sepsi,11,,
arges_pitesti|||universitatea cluj|||3|||1,1,6,Argeș Pitești,Universitatea Cluj,3,1,arges_pitesti,universitatea cluj,12,,
arges_pitesti|||universitatea_craiova|||1|||0,1,6,Argeș Pitești,Universitatea Craiova,1,0,arges_pitesti,universitatea_craiova,13,,
arges_pitesti|||uta arad|||2|||0,1,6,Argeș Pitești,UTA Arad,2,0,arges_pitesti,uta arad,14,,
arges_pitesti|||voluntari|||0|||0,1,6,Argeș Pitești,Voluntari,0,0,arges_pitesti,voluntari,15,,
