MatchKey,Occurrence,TableNumber,Home,Away,HG,AG,HomeKey,AwayKey,WikiID,FDID,Date
botosani|||cfr cluj|||1|||0,1,7,Botoșani,CFR Cluj,1,0,botosani,cfr cluj,1,,
botosani|||dinamo bucuresti|||0|||2,1,7,Botoșani,Dinamo București,0,2,botosani,dinamo bucuresti,2,,
botosani|||farul constanta|||0|||0,1,7,Botoșani,Farul Constanța,0,0,botosani,farul constanta,3,,
botosani|||fcsb|||0|||1,1,7,Botoșani,FCSB,0,1,botosani,fcsb,4,,
botosani|||fcu_1948_craiova|||0|||1,1,7,Botoșani,FCU 1948 Craiova,0,1,botosani,fcu_1948_craiova,5,,
botosani|||hermannstadt|||2|||2,1,7,Botoșani,Hermannstadt,2,2,botosani,hermannstadt,6,,
botosani|||otelul galati|||0|||0,1,7,Botoșani,Oțelul Galați,0,0,botosani,otelul galati,8,,
botosani|||petrolul ploiesti|||1|||1,1,7,Botoșani,Petrolul Ploiești,1,1,botosani,petrolul ploiesti,9,,
botosani|||politehnica_iasi|||2|||1,1,7,Botoșani,Politehnica Iași,2,1,botosani,politehnica_iasi,7,,
botosani|||rapid bucuresti|||0|||0,1,7,Botoșani,Rapid București,0,0,botosani,rapid bucuresti,10,,
botosani|||sepsi|||1|||2,1,7,Botoșani,Sepsi OSK,1,2,botosani,sepsi,11,,
botosani|||universitatea cluj|||0|||3,1,7,Botoșani,Universitatea Cluj,0,3,botosani,universitatea cluj,12,,
botosani|||universitatea_craiova|||2|||2,1,7,Botoșani,Universitatea Craiova,2,2,botosani,universitatea_craiova,13,,
botosani|||uta arad|||2|||2,1,7,Botoșani,UTA Arad,2,2,botosani,uta arad,14,,
botosani|||voluntari|||3|||3,1,7,Botoșani,Voluntari,3,3,botosani,voluntari,15,,
cfr cluj|||botosani|||3|||1,1,7,CFR Cluj,Botoșani,3,1,cfr cluj,botosani,16,,
cfr cluj|||dinamo bucuresti|||4|||0,1,7,CFR Cluj,Dinamo București,4,0,cfr cluj,dinamo bucuresti,17,,
cfr cluj|||hermannstadt|||1|||0,1,7,CFR Cluj,Hermannstadt,1,0,cfr cluj,hermannstadt,21,,
cfr cluj|||otelul galati|||0|||0,1,7,CFR Cluj,Oțelul Galați,0,0,cfr cluj,otelul galati,23,,
cfr cluj|||petrolul ploiesti|||1|||0,1,7,CFR Cluj,Petrolul Ploiești,1,0,cfr cluj,petrolul ploiesti,24,,
cfr cluj|||rapid bucuresti|||0|||1,1,7,CFR Cluj,Rapid București,0,1,cfr cluj,rapid bucuresti,25,,
cfr cluj|||universitatea cluj|||4|||0,1,7,CFR Cluj,Universitatea Cluj,4,0,cfr cluj,universitatea cluj,27,,
cfr cluj|||universitatea_craiova|||1|||1,1,7,CFR Cluj,Universitatea Craiova,1,1,cfr cluj,universitatea_craiova,28,,
cfr cluj|||voluntari|||4|||1,1,7,CFR Cluj,Voluntari,4,1,cfr cluj,voluntari,30,,
dinamo bucuresti|||botosani|||1|||0,1,7,Dinamo București,Botoșani,1,0,dinamo bucuresti,botosani,31,,
dinamo bucuresti|||cfr cluj|||1|||1,1,7,Dinamo București,CFR Cluj,1,1,dinamo bucuresti,cfr cluj,32,,
dinamo bucuresti|||farul constanta|||0|||2,1,7,Dinamo București,Farul Constanța,0,2,dinamo bucuresti,farul constanta,33,,
dinamo bucuresti|||fcsb|||0|||1,1,7,Dinamo București,FCSB,0,1,dinamo bucuresti,fcsb,34,,
dinamo bucuresti|||fcu_1948_craiova|||1|||1,1,7,Dinamo București,FCU 1948 Craiova,1,1,dinamo bucuresti,fcu_1948_craiova,35,,
dinamo bucuresti|||hermannstadt|||1|||0,1,7,Dinamo București,Hermannstadt,1,0,dinamo bucuresti,hermannstadt,36,,
dinamo bucuresti|||otelul galati|||3|||1,1,7,Dinamo București,Oțelul Galați,3,1,dinamo bucuresti,otelul galati,38,,
dinamo bucuresti|||petrolul ploiesti|||1|||1,1,7,Dinamo București,Petrolul Ploiești,1,1,dinamo bucuresti,petrolul ploiesti,39,,
dinamo bucuresti|||politehnica_iasi|||0|||0,1,7,Dinamo București,Politehnica Iași,0,0,dinamo bucuresti,politehnica_iasi,37,,
dinamo bucuresti|||rapid bucuresti|||1|||2,1,7,Dinamo București,Rapid București,1,2,dinamo bucuresti,rapid bucuresti,40,,
dinamo bucuresti|||sepsi|||0|||3,1,7,Dinamo București,Sepsi OSK,0,3,dinamo bucuresti,sepsi,41,,
dinamo bucuresti|||universitatea cluj|||0|||1,1,7,Dinamo București,Universitatea Cluj,0,1,dinamo bucuresti,universitatea cluj,42,,
dinamo bucuresti|||universitatea_craiova|||0|||2,1,7,Dinamo București,Universitatea Craiova,0,2,dinamo bucuresti,universitatea_craiova,43,,
dinamo bucuresti|||uta arad|||1|||0,1,7,Dinamo București,UTA Arad,1,0,dinamo bucuresti,uta arad,44,,
dinamo bucuresti|||voluntari|||1|||0,1,7,Dinamo București,Voluntari,1,0,dinamo bucuresti,voluntari,45,,
farul constanta|||botosani|||1|||1,1,7,Farul Constanța,Botoșani,1,1,farul constanta,botosani,46,,
farul constanta|||dinamo bucuresti|||0|||2,1,7,Farul Constanța,Dinamo București,0,2,farul constanta,dinamo bucuresti,48,,
farul constanta|||hermannstadt|||1|||1,1,7,Farul Constanța,Hermannstadt,1,1,farul constanta,hermannstadt,51,,
farul constanta|||otelul galati|||1|||1,1,7,Farul Constanța,Oțelul Galați,1,1,farul constanta,otelul galati,53,,
farul constanta|||petrolul ploiesti|||3|||1,1,7,Farul Constanța,Petrolul Ploiești,3,1,farul constanta,petrolul ploiesti,54,,
farul constanta|||rapid bucuresti|||0|||0,1,7,Farul Constanța,Rapid București,0,0,farul constanta,rapid bucuresti,55,,
farul constanta|||universitatea cluj|||1|||1,1,7,Farul Constanța,Universitatea Cluj,1,1,farul constanta,universitatea cluj,57,,
farul constanta|||universitatea_craiova|||2|||0,1,7,Farul Constanța,Universitatea Craiova,2,0,farul constanta,universitatea_craiova,58,,
farul constanta|||voluntari|||4|||1,1,7,Farul Constanța,Voluntari,4,1,farul constanta,voluntari,60,,
fcsb|||botosani|||3|||2,1,7,FCSB,Botoșani,3,2,fcsb,botosani,61,,
fcsb|||dinamo bucuresti|||2|||1,1,7,FCSB,Dinamo București,2,1,fcsb,dinamo bucuresti,63,,
fcsb|||hermannstadt|||3|||0,1,7,FCSB,Hermannstadt,3,0,fcsb,hermannstadt,66,,
fcsb|||otelul galati|||0|||2,1,7,FCSB,Oțelul Galați,0,2,fcsb,otelul galati,68,,
fcsb|||petrolul ploiesti|||1|||0,1,7,FCSB,Petrolul Ploiești,1,0,fcsb,petrolul ploiesti,69,,
fcsb|||rapid bucuresti|||1|||2,1,7,FCSB,Rapid București,1,2,fcsb,rapid bucuresti,70,,
