Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA,B365CH,B365CD,B365CA,ParsedDate,HomeKey,AwayKey,MatchKey,Occurrence,FDID
Romania,Superliga,2016/2017,22/07/2016,16:30,FC Voluntari,Viitorul Constanta,0,1,A,3.39,3.46,2.24,3.47,3.47,2.41,3.1,3.25,2.21,,,,,,,2016-07-22,fc voluntari,viitorul constanta,fc voluntari|||viitorul constanta|||0|||1,1,1
Romania,Superliga,2016/2017,22/07/2016,19:00,Pandurii,U Craiova,2,1,H,2.56,3.2,3.04,2.76,3.2,3.15,2.47,3.06,2.83,,,,,,,2016-07-22,pandurii,universitatea_craiova,pandurii|||universitatea_craiova|||2|||1,1,2
Romania,Superliga,2016/2017,23/07/2016,19:00,Astra,Din. Bucuresti,1,4,A,2.15,3.39,3.7,2.24,3.5,3.98,2.08,3.21,3.44,,,,,,,2016-07-23,astra,din bucuresti,astra|||din bucuresti|||1|||4,1,4
Romania,Superliga,2016/2017,24/07/2016,19:00,CFR Cluj,Concordia,2,0,H,1.69,3.84,5.57,1.74,3.84,6.5,1.66,3.56,5.01,,,,,,,2016-07-24,cfr cluj,concordia,cfr cluj|||concordia|||2|||0,1,5
Romania,Superliga,2016/2017,30/07/2016,16:30,FC Botosani,CFR Cluj,3,1,H,2.68,3.01,3.08,2.75,3.12,3.25,2.46,2.98,2.91,,,,,,,2016-07-30,fc botosani,cfr cluj,fc botosani|||cfr cluj|||3|||1,1,7
Romania,Superliga,2016/2017,30/07/2016,19:00,Din. Bucuresti,Poli Timisoara,2,1,H,1.21,7.16,16.11,1.21,7.5,22.78,1.17,6.38,14.52,,,,,,,2016-07-30,din bucuresti,poli timisoara,din bucuresti|||poli timisoara|||2|||1,1,8
Romania,Superliga,2016/2017,31/07/2016,15:30,Pandurii,Astra,0,0,D,2.64,2.96,3.18,2.84,3.02,3.25,2.49,2.9,2.95,,,,,,,2016-07-31,pandurii,astra,pandurii|||astra|||0|||0,1,9
Romania,Superliga,2016/2017,01/08/2016,16:30,U Craiova,Targu Mures,2,1,H,1.5,4.32,7.67,1.52,4.32,8.5,1.46,3.98,6.85,,,,,,,2016-08-01,universitatea_craiova,targu mures,universitatea_craiova|||targu mures|||2|||1,1,11
Romania,Superliga,2016/2017,01/08/2016,19:00,Concordia,FC Voluntari,0,4,A,2.37,3.26,3.31,2.41,3.27,3.58,2.31,3.12,3.03,,,,,,,2016-08-01,concordia,fc voluntari,concordia|||fc voluntari|||0|||4,1,12
Romania,Superliga,2016/2017,05/08/2016,16:30,FC Voluntari,FC Botosani,4,2,H,3.27,3.24,2.41,3.42,3.42,2.41,3.05,3.24,2.23,,,,,,,2016-08-05,fc voluntari,fc botosani,fc voluntari|||fc botosani|||4|||2,1,13
