"Country","CountryKey","Season","SeasonStartYear","Matches","Teams","FirstDate","LastDate","UniqueDates","MaxMatchesOnOneDate","MaxShareOneDatePct","MissingDateRows","MissingTeamRows","MissingScoreRows","SelfMatches","DuplicateFixtureDateKeys","ConflictingFixtureDateKeys","TeamDoubleBookedDates","Status","Reason"
"Greece","greece","1961-62",1961,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1962-63",1962,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1963-64",1963,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1964-65",1964,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1965-66",1965,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1966-67",1966,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1967-68",1967,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1968-69",1968,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1969-70",1969,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1970-71",1970,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1971-72",1971,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1972-73",1972,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1973-74",1973,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1974-75",1974,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1975-76",1975,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1976-77",1976,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1977-78",1977,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1978-79",1978,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1979-80",1979,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1980-81",1980,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1981-82",1981,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1982-83",1982,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1983-84",1983,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1984-85",1984,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1985-86",1985,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1986-87",1986,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Greece","greece","1993-94",1993,0,0,,,0,0,,0,0,0,0,0,0,0,"MISSING","NO_ROWS"
"Ukraine","ukraine","2022-23",2022,240,15,2022-08-23,2023-06-04,98,8,3.3,0,30,0,0,0,0,0,"CHECK","MISSING_TEAMS"
