Team,SeasonStart,Country,PrevTier,Tier,Direction,StartRating,R20,R30,Change20,Change30
Bury,1999,England,2,3,Relegated,2655.95629675748,2592.8429332379,2592.37289547823,-63.1133635195797,-63.5834012792498
Bury,2002,England,3,4,Relegated,2452.10294758499,2470.61071469935,2461.31080026497,18.5077671143599,9.20785267998008
Bury,2011,England,4,3,Promoted,2434.96038528632,2464.16446910309,2459.55429874593,29.20408381677,24.5939134596097
Bury,2013,England,3,4,Relegated,2413.88262992262,2354.76900959575,2377.60357914116,-59.1136203268698,-36.2790507814598
Bury,2015,England,4,3,Promoted,2443.30289199973,2498.02812501979,2475.81499606902,54.7252330200599,32.5121040692898
Bury,2018,England,3,4,Relegated,2381.07647422454,2402.68353305915,2444.11221000348,21.6070588346097,63.0357357789399
Caen,2019,France,1,2,Relegated,2653.50844279982,2614.67759307667,,-38.8308497231501,
Cagliari,2015,Italy,1,2,Relegated,2691.43549070272,2740.70379634553,2737.11075315752,49.26830564281,45.6752624547999
Cagliari,2016,Italy,2,1,Promoted,2726.14185522884,2729.86230152791,2724.68535552874,3.72044629906986,-1.45649970010027
Cagliari,2022,Italy,1,2,Relegated,2713.18239502044,2680.94916788277,2694.58924194059,-32.2332271376699,-18.5931530798498
Cagliari,2023,Italy,2,1,Promoted,2746.13138137632,2743.7164500591,2734.18144539533,-2.41493131721973,-11.9499359809902
Cambridge United,1999,England,4,3,Promoted,2399.33968566365,2408.07745744024,2439.55028891949,8.73777177658985,40.2106032558399
Cambridge United,2002,England,3,4,Relegated,2417.91046712467,2439.36180791515,2417.16829345542,21.4513407904801,-0.742173669249951
Cambridge United,2005,England,4,5,Relegated,2282.63602303049,2196.00744736139,2141.40345649554,-86.6285756691,-141.23256653495
Cambridge United,2014,England,5,4,Promoted,2202.51694664465,2274.60064033502,2296.61552477037,72.0836936903702,94.09857812572
Cambridge United,2021,England,4,3,Promoted,2389.6752098492,2420.21561115631,2448.10243816254,30.5404013071097,58.4272283133396
Cambridge United,2025,England,3,4,Relegated,2378.44396017687,2384.04449224686,,5.6005320699901,
Cardiff City,1999,England,4,3,Promoted,2546.36672013717,2533.02493167808,2504.85722087596,-13.3417884590899,-41.5094992612098
Cardiff City,2000,England,3,4,Relegated,2511.67992013524,2513.74906125641,2493.3841299352,2.06914112117011,-18.2957902000403
Cardiff City,2001,England,4,3,Promoted,2472.56082058933,2528.00585059105,2551.58465877201,55.4450300017202,79.0238381826798
Cardiff City,2003,England,3,2,Promoted,2613.91085046256,2674.062236259,2663.52591987981,60.1513857964401,49.6150694172497
Cardiff City,2013,England,2,1,Promoted,2762.26021076364,2755.27038275455,2741.29910605636,-6.98982800908971,-20.9611047072799
Cardiff City,2014,England,1,2,Relegated,2723.7868023427,2715.35090795949,2664.48115617845,-8.43589438320987,-59.30564616425
Cardiff City,2018,England,2,1,Promoted,2737.9294773078,2734.17844560643,2718.26961647164,-3.75103170136981,-19.6598608361601
Cardiff City,2019,England,1,2,Relegated,2702.98578948549,2707.89616108289,2696.73713575159,4.91037159740017,-6.24865373390003
Cardiff City,2025,England,2,3,Relegated,2571.84333766014,2635.84077814033,2655.40920844145,63.9974404801897,83.56587078131
Carlisle United,2006,England,4,3,Promoted,2474.2229652423,2502.52844647852,2501.74263254057,28.3054812362202,27.5196672982702
Carlisle United,2014,England,3,4,Relegated,2418.11820599006,2337.23945819334,2340.66881859356,-80.8787477967198,-77.4493873964998
Carlisle United,2023,England,4,3,Promoted,2391.09252252791,2354.71114022407,2329.01392222845,-36.3813823038404,-62.0786002994601
Carlisle United,2024,England,3,4,Relegated,2303.84946846433,2267.06270755819,2228.40482822906,-36.78676090614,-75.4446402352701
Carlisle United,2025,England,4,5,Relegated,2276.41673453267,2313.99384303283,,37.5771085001602,
Carpi,2015,Italy,2,1,Promoted,2700.3119269586,2711.36346659384,2722.47873558513,11.0515396352398,22.1668086265299
Carpi,2016,Italy,1,2,Relegated,2725.65738149645,2709.70215432962,2675.13521882216,-15.9552271668299,-50.52216267429
Catania,2014,Italy,1,2,Relegated,2673.33449270993,2617.13376030034,2602.62327878296,-56.2007324095903,-70.7112139269702
Cesena,2014,Italy,2,1,Promoted,2683.69457624859,2627.9421228655,2647.64391401565,-55.7524533830897,-36.0506622329399
Cesena,2015,Italy,1,2,Relegated,2644.64510002859,2644.14094501174,2649.84586690774,-0.504155016850291,5.2007668791498
Charlton Athletic,1999,England,1,2,Relegated,2735.40123790859,2758.54592397599,2839.08590495954,23.1446860674,103.68466705095
Charlton Athletic,2000,England,2,1,Promoted,2803.39202134496,2804.07778650743,2825.41295797863,0.685765162470034,22.0209366336699
Charlton Athletic,2007,England,1,2,Relegated,2788.76199445042,2772.88462329108,2748.61081492826,-15.8773711593399,-40.15117952216
Charlton Athletic,2009,England,2,3,Relegated,2620.13183268708,2651.86826485099,2631.53433824256,31.7364321639097,11.4025055554798
Charlton Athletic,2012,England,3,2,Promoted,2647.46132140022,2675.68015138129,2650.6373958728,28.21882998107,3.17607447257979
Charlton Athletic,2016,England,2,3,Relegated,2567.74786885697,2562.68172418624,2541.94583150494,-5.06614467072996,-25.8020373520299
Charlton Athletic,2019,England,3,2,Promoted,2614.08837375954,2591.15849389777,2588.38929040707,-22.9298798617701,-25.6990833524701
Charlton Athletic,2020,England,2,3,Relegated,2582.740158593,2545.2466594109,2516.99570891411,-37.4934991821001,-65.7444496788903
Charlton Athletic,2025,England,3,2,Promoted,2585.65444325024,2576.25941710091,2578.38495693782,-9.39502614933008,-7.26948631242021
Cheltenham Town,2002,England,4,3,Promoted,2430.00200272667,2472.39006661666,2468.89324153804,42.38806388999,38.8912388113699
Cheltenham Town,2003,England,3,4,Relegated,2476.24008656531,2413.95988487668,2405.12908605906,-62.2802016886299,-71.1110005062501
Cheltenham Town,2006,England,4,3,Promoted,2431.5174385385,2396.59481544734,2424.99102559632,-34.92262309116,-6.52641294217983
Cheltenham Town,2009,England,3,4,Relegated,2439.90995220561,2356.29320769518,2340.82850669978,-83.6167445104297,-99.0814455058298
Cheltenham Town,2015,England,4,5,Relegated,2246.96619976837,2271.1162468288,2304.44569580874,24.1500470604296,57.4794960403697
Cheltenham Town,2016,England,5,4,Promoted,2314.57810741616,2294.32302910569,2290.76201204868,-20.2550783104703,-23.8160953674801
Cheltenham Town,2021,England,4,3,Promoted,2441.94616093965,2465.45800767038,2462.12572763955,23.5118467307302,20.1795666999001
Cheltenham Town,2024,England,3,4,Relegated,2400.51445703238,2365.25127484812,2370.12657377453,-35.2631821842601,-30.3878832578503
Chesterfield,2000,England,3,4,Relegated,2471.04527015251,2514.06069762819,2518.38497645527,43.0154274756801,47.3397063027601
Chesterfield,2001,England,4,3,Promoted,2460.00196723296,2468.15835073117,2519.27762918436,8.15638349820983,59.2756619514003
Chesterfield,2007,England,3,4,Relegated,2431.36878974333,2434.44765923955,2413.79780123481,3.0788694962198,-17.5709885085203
Chesterfield,2011,England,4,3,Promoted,2415.83382171113,2368.974611408,2393.67408730028,-46.8592103031301,-22.15973441085
Chesterfield,2012,England,3,4,Relegated,2389.40601989254,2400.11548591786,2374.28476717772,10.7094660253201,-15.12125271482
Chesterfield,2014,England,4,3,Promoted,2459.17492622928,2455.88240030658,2497.60017468714,-3.29252592269995,38.4252484578601
Chesterfield,2017,England,3,4,Relegated,2370.06913420779,2320.99397002205,2308.36235106595,-49.0751641857401,-61.7067831418399
Chesterfield,2018,England,4,5,Relegated,2266.81630934039,2170.92991654856,2165.69336124304,-95.8863927918301,-101.12294809735
Chesterfield,2024,England,5,4,Promoted,2269.81167307717,2312.86539690343,2311.31421512443,43.05372382626,41.5025420472603
Chievo Verona,2019,Italy,1,2,Relegated,2652.81333813189,2645.78898968508,2635.47678285818,-7.02434844680965,-17.33655527371
Clermont,2021,France,2,1,Promoted,2719.24852264612,2681.56150094712,2676.44304322665,-37.6870216990001,-42.80547941947
Clermont,2024,France,1,2,Relegated,2707.64107205526,2656.96420376551,2595.38104574362,-50.67686828975,-112.26002631164
Colchester United,2006,England,3,2,Promoted,2593.05213939734,2642.08963685423,2673.02772511402,49.0374974568899,79.9755857166802
Colchester United,2008,England,2,3,Relegated,2573.23333190925,2541.26103864181,2560.04119827628,-31.9722932674399,-13.1921336329701
Colchester United,2016,England,3,4,Relegated,2408.70186800294,2362.06083760814,2390.79677907185,-46.6410303948001,-17.9050889310902
Como,2024,Italy,2,1,Promoted,2695.77410571248,2723.85144075587,2740.84647316245,28.0773350433901,45.07236744997
Coventry City,2001,England,1,2,Relegated,2765.9529487571,2754.0177392089,2728.19172712088,-11.9352095482,-37.7612216362199
Coventry City,2012,England,2,3,Relegated,2592.26494517991,2552.18800603805,2577.51191198746,-40.0769391418598,-14.7530331924499
Coventry City,2017,England,3,4,Relegated,2416.93347527579,2407.03966176023,2439.89606464587,-9.89381351555994,22.96258937008
Coventry City,2018,England,4,3,Promoted,2420.59185065422,2454.41518655771,2436.43943171954,33.8233359034903,15.8475810653204
Coventry City,2020,England,3,2,Promoted,2616.07547653684,2609.92502862908,2588.17163266915,-6.15044790776028,-27.9038438676903
Crawley Town,2011,England,5,4,Promoted,2329.69794811803,2431.93303019886,2422.11036116191,102.23508208083,92.41241304388
Crawley Town,2012,England,4,3,Promoted,2451.21472012664,2482.42180030748,2480.71144537239,31.2070801808404,29.49672524575
Crawley Town,2015,England,3,4,Relegated,2438.66565038015,2378.65451476786,2352.05402192132,-60.0111356122902,-86.6116284588302
Crawley Town,2024,England,4,3,Promoted,2370.5378725727,2366.75159816919,2373.40220289767,-3.78627440351011,2.86433032497007
Crawley Town,2025,England,3,4,Relegated,2380.69427463716,2272.14339022842,,-108.55088440874,
Cremonese,2022,Italy,2,1,Promoted,2672.33485022835,2658.63530435772,2688.97484299584,-13.6995458706301,16.6399927674897
Cremonese,2023,Italy,1,2,Relegated,2703.11439095685,2705.94511773189,2725.1349993299,2.83072677504015,22.02060837305
Cremonese,2025,Italy,2,1,Promoted,2699.68655152901,2720.45776511935,2696.34686527065,20.7712135903398,-3.33968625835996
Crewe Alexandra,2002,England,2,3,Relegated,2626.20899933737,2641.97654612501,2659.29432473424,15.7675467876397,33.0853253968699
Crewe Alexandra,2003,England,3,2,Promoted,2647.13613092737,2663.29180812784,2669.50844235217,16.1556772004701,22.3723114248
Crewe Alexandra,2006,England,2,3,Relegated,2601.60171633986,2562.9282058843,2534.18259006646,-38.6735104555601,-67.4191262734003
Crewe Alexandra,2009,England,3,4,Relegated,2445.68203881986,2396.1932421142,2373.34532966235,-49.4887967056598,-72.3367091575096
Crewe Alexandra,2012,England,4,3,Promoted,2418.43545000814,2474.82338088919,2486.42536076288,56.3879308810501,67.9899107547399
Crewe Alexandra,2016,England,3,4,Relegated,2373.49691190547,2344.95785893475,2308.6825992178,-28.5390529707197,-64.8143126876698
Crewe Alexandra,2020,England,4,3,Promoted,2419.44697799557,2473.12116340984,2472.11789201138,53.6741854142701,52.67091401581
Crewe Alexandra,2022,England,3,4,Relegated,2351.19347356713,2317.41304829658,2322.16225163421,-33.7804252705496,-29.0312219329198
Crotone,2016,Italy,2,1,Promoted,2679.09238212431,2634.62885153677,2629.77624989829,-44.4635305875399,-49.3161322260198
Crotone,2018,Italy,1,2,Relegated,2683.87168778848,2597.96814540082,2623.71316844698,-85.9035423876599,-60.1585193414999
Crotone,2020,Italy,2,1,Promoted,2675.750788362,2653.35373384731,2623.7061855973,-22.3970545146899,-52.0446027646999
Crotone,2021,Italy,1,2,Relegated,2635.15864259091,2549.41611768161,2525.61136741578,-85.7425249092998,-109.54727517513
Crystal Palace,1998,England,1,2,Relegated,2726.03585369186,2708.14675367772,2675.26104730151,-17.8891000141402,-50.77480639035
Crystal Palace,2004,England,2,1,Promoted,2749.76943163164,2742.81903256641,2763.2102853718,-6.95039906523016,13.44085374016
Crystal Palace,2005,England,1,2,Relegated,2749.96090382212,2752.78551277268,2767.1273511605,2.82460895055965,17.1664473383798
Crystal Palace,2013,England,2,1,Promoted,2694.91007645566,2699.48398730553,2717.7948318666,4.57391084986966,22.8847554109398
Cádiz,2020,Spain,2,1,Promoted,2710.55330801904,2750.73702753156,2765.73006774441,40.1837195125204,55.1767597253702
Cádiz,2024,Spain,1,2,Relegated,2757.41761762816,2697.20051158823,2726.69593773677,-60.2171060399301,-30.7216798913901
Córdoba,2014,Spain,2,1,Promoted,2703.70607227251,2718.2486734823,2663.00079609628,14.5426012097901,-40.7052761762302
Córdoba,2015,Spain,1,2,Relegated,2637.55208319869,2679.95359800205,2660.1164696608,42.40151480336,22.5643864621097
Dagenham & Redbridge,2007,England,5,4,Promoted,2180.90257630087,2206.4467168592,2205.37832093072,25.5441405583301,24.4757446298499
Dagenham & Redbridge,2010,England,4,3,Promoted,2372.34522702977,2382.57808126048,2396.28972109229,10.23285423071,23.9444940625203
Dagenham & Redbridge,2011,England,3,4,Relegated,2421.19890573232,2297.13872850022,2297.12989736406,-124.0601772321,-124.06900836826
Dagenham & Redbridge,2016,England,4,5,Relegated,2254.42733498268,2251.82841297326,2250.96141141769,-2.59892200941977,-3.46592356498968
Darlington,2010,England,4,5,Relegated,2247.61803496341,2208.81456870165,2193.6379351903,-38.8034662617602,-53.98009977311
Darmstadt 98,2015,Germany,2,1,Promoted,2671.51156172866,2701.29900444339,2722.43806610599,29.7874427147299,50.9265043773298
Darmstadt 98,2017,Germany,1,2,Relegated,2665.16966136771,2594.75328630853,2602.55225426851,-70.4163750591802,-62.6174070992001
Darmstadt 98,2023,Germany,2,1,Promoted,2688.41121770121,2659.13283513348,2652.09642335817,-29.2783825677298,-36.3147943430399
Darmstadt 98,2024,Germany,1,2,Relegated,2623.05421453233,2622.46477182895,2616.11915588907,-0.589442703380428,-6.93505864326016
Deportivo La Coruña,2013,Spain,1,2,Relegated,2749.79152136631,2745.61249553625,2738.11642139728,-4.1790258300598,-11.6750999690298
Deportivo La Coruña,2014,Spain,2,1,Promoted,2725.61551259809,2723.54731661859,2715.57489817534,-2.06819597950016,-10.04061442275
Deportivo La Coruña,2018,Spain,1,2,Relegated,2723.6308517652,2755.22023711191,2751.53623308794,31.5893853467101,27.9053813227401
Derby County,2002,England,1,2,Relegated,2743.30607785467,2708.27571522592,2689.29507119009,-35.03036262875,-54.0110066645802
Derby County,2007,England,2,1,Promoted,2745.88686066739,2690.07282595566,2668.8004917676,-55.8140347117301,-77.0863688997902
Derby County,2008,England,1,2,Relegated,2630.65755217627,2651.66500642646,2664.85224358181,21.0074542501898,34.1946914055397
Derby County,2022,England,2,3,Relegated,2562.61620315227,2582.67818018404,2613.19180785409,20.0619770317699,50.5756047018199
Derby County,2024,England,3,2,Promoted,2595.01225136721,2583.17461551409,2544.01126866728,-11.83763585312,-51.0009826999299
Dijon,2016,France,2,1,Promoted,2696.11148436726,2701.12301983117,2674.19491126566,5.01153546391015,-21.9165731016001
Dijon,2021,France,1,2,Relegated,2614.96848744716,2614.5796055043,2617.70196799247,-0.388881942859825,2.73348054531016
