Team,SeasonStart,Country,PrevTier,Tier,Direction,StartRating,R20,R30,Change20,Change30
Brentford,2009,England,4,3,Promoted,2458.80758354788,2449.63761471123,2488.08303772646,-9.16996883664979,29.2754541785803
Brentford,2014,England,3,2,Promoted,2630.99963361195,2675.03842156943,2688.52324002167,44.0387879574801,57.5236064097203
Brentford,2021,England,2,1,Promoted,2798.10925081305,2797.30004955734,2771.51487950412,-0.809201255709922,-26.59437130893
Brescia,2019,Italy,2,1,Promoted,2694.59475954081,2657.4968480246,,-37.0979115162104,
Brescia,2020,Italy,1,2,Relegated,2629.49901168537,2587.78046747023,2620.99530734705,-41.7185442151399,-8.50370433831995
Brest,2019,France,2,1,Promoted,2723.2993815786,2725.52790030315,,2.22851872455021,
Brighton & Hove Albion,2001,England,4,3,Promoted,2476.93079731424,2587.85113337091,2602.19985528418,110.92033605667,125.26905796994
Brighton & Hove Albion,2002,England,3,2,Promoted,2658.00708472034,2572.33618586475,2571.88620614124,-85.6708988555902,-86.1208785791
Brighton & Hove Albion,2003,England,2,3,Relegated,2640.4959831694,2617.27143418663,2594.09717936369,-23.2245489827701,-46.39880380571
Brighton & Hove Albion,2004,England,3,2,Promoted,2610.69007988565,2610.04439259729,2639.94615965103,-0.645687288360023,29.25607976538
Brighton & Hove Albion,2006,England,2,3,Relegated,2576.41779924983,2546.30622061957,2507.8644471839,-30.1115786302598,-68.5533520659296
Brighton & Hove Albion,2011,England,3,2,Promoted,2646.34570804348,2687.93181625909,2717.28478809781,41.5861082156098,70.9390800543301
Brighton & Hove Albion,2017,England,2,1,Promoted,2769.23268420693,2770.95997340148,2803.17786377082,1.72728919454994,33.9451795638897
Bristol City,1999,England,2,3,Relegated,2624.56233683983,2611.85578194856,2620.87240227865,-12.7065548912701,-3.68993456118005
Bristol City,2007,England,3,2,Promoted,2622.34670493747,2689.76488938114,2701.83161754866,67.4181844436703,79.4849126111899
Bristol City,2013,England,2,3,Relegated,2565.75376573149,2506.64793509794,2506.12198721791,-59.1058306335503,-59.6317785135802
Bristol City,2015,England,3,2,Promoted,2647.29278843102,2619.83474941284,2610.93337442571,-27.45803901818,-36.3594140053101
Bristol Rovers,2001,England,3,4,Relegated,2519.98302420139,2413.27600353221,2416.62302538342,-106.70702066918,-103.35999881797
Bristol Rovers,2007,England,4,3,Promoted,2429.44409443095,2439.8652242326,2504.58324598468,10.4211298016503,75.1391515537303
Bristol Rovers,2011,England,3,4,Relegated,2431.58939252581,2366.84400954904,2360.33547598785,-64.7453829767701,-71.2539165379603
Bristol Rovers,2014,England,4,5,Relegated,2315.60263428582,2274.86134765759,2302.78917224741,-40.7412866282298,-12.8134620384099
Bristol Rovers,2015,England,5,4,Promoted,2315.86934077105,2350.83666887131,2368.37531633687,34.9673281002602,52.5059755658203
Bristol Rovers,2016,England,4,3,Promoted,2436.38739270357,2476.9556135602,2473.80276794056,40.56822085663,37.4153752369898
Bristol Rovers,2021,England,3,4,Relegated,2356.07225194657,2359.24591920295,2390.17455788279,3.17366725638021,34.1023059362201
Bristol Rovers,2022,England,4,3,Promoted,2459.65846746244,2467.33136544294,2439.56872907774,7.67289798049978,-20.0897383847
Bristol Rovers,2025,England,3,4,Relegated,2351.37372382598,2368.98958821113,,17.61586438515,
Bromley,2024,England,5,4,Promoted,2233.21397290071,2299.42237742394,2297.67252799986,66.20840452323,64.4585550991501
Burnley,2000,England,3,2,Promoted,2693.3945141509,2749.25119656386,2661.12375758221,55.8566824129603,-32.2707565686897
Burnley,2009,England,2,1,Promoted,2742.43437351476,2759.88344091713,2727.82178468462,17.44906740237,-14.6125888301399
Burnley,2010,England,1,2,Relegated,2729.64162745308,2716.50882395709,2729.90757475787,-13.1328034959902,0.265947304789734
Burnley,2014,England,2,1,Promoted,2790.47236930382,2769.53568263257,2756.26903977654,-20.9366866712498,-34.20332952728
Burnley,2015,England,1,2,Relegated,2754.71099181601,2752.38802181568,2786.2262610109,-2.32297000032986,31.5152691948902
Burnley,2016,England,2,1,Promoted,2823.42523886011,2808.30966949341,2786.02502221953,-15.1155693666997,-37.4002166405799
Burnley,2022,England,1,2,Relegated,2779.64947548588,2789.58309647643,2834.78301783304,9.93362099055003,55.1335423471601
Burnley,2023,England,2,1,Promoted,2833.85170744261,2766.74168205385,2757.86979041548,-67.1100253887598,-75.9819170271299
Burnley,2024,England,1,2,Relegated,2757.6083816597,2755.08739630348,2778.1116341857,-2.52098535622008,20.5032525259999
Burnley,2025,England,2,1,Promoted,2820.62523627917,2767.69780583978,2763.49969522109,-52.9274304393903,-57.1255410580802
Burton Albion,2009,England,5,4,Promoted,2157.9465775266,2232.04244241899,2277.47661697519,74.0958648923902,119.53003944859
Burton Albion,2015,England,4,3,Promoted,2505.44718613618,2555.06099522582,2584.37711369159,49.6138090896402,78.9299275554099
Burton Albion,2016,England,3,2,Promoted,2556.31616872131,2584.3896266163,2564.88412488322,28.07345789499,8.56795616190993
Burton Albion,2018,England,2,3,Relegated,2560.34416772912,2562.84484572088,2542.89411601821,2.50067799176031,-17.45005171091
