Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,DateMatchMethod,Score,Result,FixtureSource,ResultSource,DateSource
2013-07-19,2013/14,Romania,SuperLiga,1,Domestic,ACS Poli Timișoara,Dinamo București,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2013-07-20,2013/14,Romania,SuperLiga,1,Domestic,Pandurii Târgu Jiu,Brașov,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2013-07-20,2013/14,Romania,SuperLiga,1,Domestic,Steaua București,Ceahlăul Piatra Neamț,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2013-07-20,2013/14,Romania,SuperLiga,1,Domestic,Săgeata Năvodari,Gaz Metan Mediaș,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-07-21,2013/14,Romania,SuperLiga,1,Domestic,Botoșani,CFR Cluj,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2013-07-21,2013/14,Romania,SuperLiga,1,Domestic,Universitatea Cluj,Petrolul Ploiești,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2013-07-21,2013/14,Romania,SuperLiga,1,Domestic,Viitorul Constanța,Astra Giurgiu,0,4,score,0-4,A,wikipedia,wikipedia,football-data
2013-07-22,2013/14,Romania,SuperLiga,1,Domestic,Corona Brașov,Oțelul Galați,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2013-07-26,2013/14,Romania,SuperLiga,1,Domestic,Ceahlăul Piatra Neamț,Corona Brașov,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2013-07-26,2013/14,Romania,SuperLiga,1,Domestic,Gaz Metan Mediaș,Botoșani,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-07-27,2013/14,Romania,SuperLiga,1,Domestic,CFR Cluj,ACS Poli Timișoara,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2013-07-27,2013/14,Romania,SuperLiga,1,Domestic,Oțelul Galați,Universitatea Cluj,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2013-07-28,2013/14,Romania,SuperLiga,1,Domestic,Dinamo București,Vaslui,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2013-07-29,2013/14,Romania,SuperLiga,1,Domestic,Brașov,Săgeata Năvodari,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-07-29,2013/14,Romania,SuperLiga,1,Domestic,Petrolul Ploiești,Pandurii Târgu Jiu,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-08-02,2013/14,Romania,SuperLiga,1,Domestic,Universitatea Cluj,Ceahlăul Piatra Neamț,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-08-03,2013/14,Romania,SuperLiga,1,Domestic,Botoșani,Săgeata Năvodari,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-08-04,2013/14,Romania,SuperLiga,1,Domestic,Corona Brașov,Astra Giurgiu,2,5,score,2-5,A,wikipedia,wikipedia,football-data
2013-08-04,2013/14,Romania,SuperLiga,1,Domestic,Pandurii Târgu Jiu,Oțelul Galați,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2013-08-04,2013/14,Romania,SuperLiga,1,Domestic,Petrolul Ploiești,Brașov,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2013-08-05,2013/14,Romania,SuperLiga,1,Domestic,ACS Poli Timișoara,Gaz Metan Mediaș,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2013-08-05,2013/14,Romania,SuperLiga,1,Domestic,Vaslui,CFR Cluj,4,0,score,4-0,H,wikipedia,wikipedia,football-data
2013-08-05,2013/14,Romania,SuperLiga,1,Domestic,Viitorul Constanța,Dinamo București,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2013-08-09,2013/14,Romania,SuperLiga,1,Domestic,Brașov,Botoșani,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-08-10,2013/14,Romania,SuperLiga,1,Domestic,CFR Cluj,Viitorul Constanța,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2013-08-10,2013/14,Romania,SuperLiga,1,Domestic,Concordia Chiajna,Brașov,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-08-10,2013/14,Romania,SuperLiga,1,Domestic,Săgeata Năvodari,ACS Poli Timișoara,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-08-11,2013/14,Romania,SuperLiga,1,Domestic,Astra Giurgiu,Universitatea Cluj,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2013-08-11,2013/14,Romania,SuperLiga,1,Domestic,Ceahlăul Piatra Neamț,Pandurii Târgu Jiu,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-08-11,2013/14,Romania,SuperLiga,1,Domestic,Dinamo București,Steaua București,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-08-11,2013/14,Romania,SuperLiga,1,Domestic,Oțelul Galați,Petrolul Ploiești,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-08-12,2013/14,Romania,SuperLiga,1,Domestic,Gaz Metan Mediaș,Vaslui,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-08-16,2013/14,Romania,SuperLiga,1,Domestic,ACS Poli Timișoara,Botoșani,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2013-08-16,2013/14,Romania,SuperLiga,1,Domestic,Corona Brașov,Dinamo București,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-08-16,2013/14,Romania,SuperLiga,1,Domestic,Oțelul Galați,Brașov,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-08-17,2013/14,Romania,SuperLiga,1,Domestic,Pandurii Târgu Jiu,Astra Giurgiu,1,3,score,1-3,A,wikipedia,wikipedia,football-data
2013-08-17,2013/14,Romania,SuperLiga,1,Domestic,Petrolul Ploiești,Ceahlăul Piatra Neamț,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-08-17,2013/14,Romania,SuperLiga,1,Domestic,Steaua București,CFR Cluj,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2013-08-18,2013/14,Romania,SuperLiga,1,Domestic,Viitorul Constanța,Gaz Metan Mediaș,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2013-08-19,2013/14,Romania,SuperLiga,1,Domestic,Universitatea Cluj,Concordia Chiajna,0,3,score,0-3,A,wikipedia,wikipedia,football-data
2013-08-19,2013/14,Romania,SuperLiga,1,Domestic,Vaslui,Săgeata Năvodari,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-08-23,2013/14,Romania,SuperLiga,1,Domestic,Brașov,ACS Poli Timișoara,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2013-08-23,2013/14,Romania,SuperLiga,1,Domestic,Dinamo București,Universitatea Cluj,6,0,score,6-0,H,wikipedia,wikipedia,football-data
2013-08-23,2013/14,Romania,SuperLiga,1,Domestic,Săgeata Năvodari,Viitorul Constanța,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2013-08-24,2013/14,Romania,SuperLiga,1,Domestic,Ceahlăul Piatra Neamț,Oțelul Galați,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2013-08-24,2013/14,Romania,SuperLiga,1,Domestic,Gaz Metan Mediaș,Steaua București,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2013-08-25,2013/14,Romania,SuperLiga,1,Domestic,Astra Giurgiu,Petrolul Ploiești,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-08-25,2013/14,Romania,SuperLiga,1,Domestic,Botoșani,Vaslui,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-08-25,2013/14,Romania,SuperLiga,1,Domestic,Concordia Chiajna,Pandurii Târgu Jiu,1,5,score,1-5,A,wikipedia,wikipedia,football-data
2013-08-26,2013/14,Romania,SuperLiga,1,Domestic,CFR Cluj,Brașov,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-09-13,2013/14,Romania,SuperLiga,1,Domestic,Pandurii Târgu Jiu,Dinamo București,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2013-09-14,2013/14,Romania,SuperLiga,1,Domestic,Steaua București,Săgeata Năvodari,5,0,score,5-0,H,wikipedia,wikipedia,football-data
2013-09-15,2013/14,Romania,SuperLiga,1,Domestic,Corona Brașov,Gaz Metan Mediaș,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-09-15,2013/14,Romania,SuperLiga,1,Domestic,Oțelul Galați,Astra Giurgiu,0,4,score,0-4,A,wikipedia,wikipedia,football-data
2013-09-15,2013/14,Romania,SuperLiga,1,Domestic,Petrolul Ploiești,Concordia Chiajna,3,0,fixture_unique,3-0,H,wikipedia,wikipedia,football-data
2013-09-15,2013/14,Romania,SuperLiga,1,Domestic,Universitatea Cluj,CFR Cluj,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2013-09-16,2013/14,Romania,SuperLiga,1,Domestic,Ceahlăul Piatra Neamț,Brașov,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-09-16,2013/14,Romania,SuperLiga,1,Domestic,Vaslui,ACS Poli Timișoara,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-09-16,2013/14,Romania,SuperLiga,1,Domestic,Viitorul Constanța,Botoșani,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2013-09-20,2013/14,Romania,SuperLiga,1,Domestic,ACS Poli Timișoara,Viitorul Constanța,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2013-09-20,2013/14,Romania,SuperLiga,1,Domestic,Gaz Metan Mediaș,Universitatea Cluj,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2013-09-20,2013/14,Romania,SuperLiga,1,Domestic,Săgeata Năvodari,Corona Brașov,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-09-21,2013/14,Romania,SuperLiga,1,Domestic,Brașov,Vaslui,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-09-21,2013/14,Romania,SuperLiga,1,Domestic,Dinamo București,Petrolul Ploiești,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-09-22,2013/14,Romania,SuperLiga,1,Domestic,Botoșani,Steaua București,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-09-22,2013/14,Romania,SuperLiga,1,Domestic,CFR Cluj,Pandurii Târgu Jiu,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-09-23,2013/14,Romania,SuperLiga,1,Domestic,Astra Giurgiu,Ceahlăul Piatra Neamț,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2013-09-23,2013/14,Romania,SuperLiga,1,Domestic,Concordia Chiajna,Oțelul Galați,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-09-27,2013/14,Romania,SuperLiga,1,Domestic,Universitatea Cluj,Săgeata Năvodari,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-09-28,2013/14,Romania,SuperLiga,1,Domestic,Pandurii Târgu Jiu,Gaz Metan Mediaș,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-09-28,2013/14,Romania,SuperLiga,1,Domestic,Steaua București,ACS Poli Timișoara,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2013-09-29,2013/14,Romania,SuperLiga,1,Domestic,Corona Brașov,Botoșani,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-09-29,2013/14,Romania,SuperLiga,1,Domestic,Oțelul Galați,Dinamo București,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-09-29,2013/14,Romania,SuperLiga,1,Domestic,Viitorul Constanța,Vaslui,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2013-09-30,2013/14,Romania,SuperLiga,1,Domestic,Astra Giurgiu,Brașov,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2013-09-30,2013/14,Romania,SuperLiga,1,Domestic,Ceahlăul Piatra Neamț,Concordia Chiajna,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2013-09-30,2013/14,Romania,SuperLiga,1,Domestic,Petrolul Ploiești,CFR Cluj,3,2,score,3-2,H,wikipedia,wikipedia,football-data
2013-10-04,2013/14,Romania,SuperLiga,1,Domestic,ACS Poli Timișoara,Corona Brașov,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2013-10-04,2013/14,Romania,SuperLiga,1,Domestic,Brașov,Viitorul Constanța,4,0,score,4-0,H,wikipedia,wikipedia,football-data
2013-10-05,2013/14,Romania,SuperLiga,1,Domestic,Concordia Chiajna,Astra Giurgiu,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2013-10-05,2013/14,Romania,SuperLiga,1,Domestic,Vaslui,Steaua București,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2013-10-06,2013/14,Romania,SuperLiga,1,Domestic,Dinamo București,Ceahlăul Piatra Neamț,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-10-06,2013/14,Romania,SuperLiga,1,Domestic,Gaz Metan Mediaș,Petrolul Ploiești,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-10-06,2013/14,Romania,SuperLiga,1,Domestic,Săgeata Năvodari,Pandurii Târgu Jiu,0,4,score,0-4,A,wikipedia,wikipedia,football-data
2013-10-07,2013/14,Romania,SuperLiga,1,Domestic,Botoșani,Universitatea Cluj,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-10-07,2013/14,Romania,SuperLiga,1,Domestic,CFR Cluj,Oțelul Galați,7,2,score,7-2,H,wikipedia,wikipedia,football-data
2013-10-18,2013/14,Romania,SuperLiga,1,Domestic,Corona Brașov,Vaslui,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2013-10-18,2013/14,Romania,SuperLiga,1,Domestic,Steaua București,Viitorul Constanța,4,0,score,4-0,H,wikipedia,wikipedia,football-data
2013-10-19,2013/14,Romania,SuperLiga,1,Domestic,Oțelul Galați,Gaz Metan Mediaș,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2013-10-19,2013/14,Romania,SuperLiga,1,Domestic,Petrolul Ploiești,Săgeata Năvodari,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2013-10-20,2013/14,Romania,SuperLiga,1,Domestic,Astra Giurgiu,Dinamo București,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2013-10-20,2013/14,Romania,SuperLiga,1,Domestic,Ceahlăul Piatra Neamț,CFR Cluj,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2013-10-20,2013/14,Romania,SuperLiga,1,Domestic,Pandurii Târgu Jiu,Botoșani,6,1,score,6-1,H,wikipedia,wikipedia,football-data
2013-10-21,2013/14,Romania,SuperLiga,1,Domestic,Concordia Chiajna,Corona Brașov,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-10-21,2013/14,Romania,SuperLiga,1,Domestic,Universitatea Cluj,ACS Poli Timișoara,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-10-25,2013/14,Romania,SuperLiga,1,Domestic,Vaslui,Universitatea Cluj,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2013-10-25,2013/14,Romania,SuperLiga,1,Domestic,Viitorul Constanța,Corona Brașov,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2013-10-26,2013/14,Romania,SuperLiga,1,Domestic,Botoșani,Petrolul Ploiești,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2013-10-26,2013/14,Romania,SuperLiga,1,Domestic,CFR Cluj,Astra Giurgiu,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2013-10-26,2013/14,Romania,SuperLiga,1,Domestic,Gaz Metan Mediaș,Ceahlăul Piatra Neamț,3,1,score,3-1,H,wikipedia,wikipedia,football-data
