Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,DateMatchMethod,Score,Result,FixtureSource,ResultSource,DateSource
2022-07-15,2022/23,Romania,SuperLiga,1,Domestic,Hermannstadt,Mioveni,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2022-07-15,2022/23,Romania,SuperLiga,1,Domestic,Universitatea Craiova,Sepsi OSK,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2022-07-16,2022/23,Romania,SuperLiga,1,Domestic,Argeș Pitești,UTA Arad,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2022-07-16,2022/23,Romania,SuperLiga,1,Domestic,CFR Cluj,Rapid București,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2022-07-17,2022/23,Romania,SuperLiga,1,Domestic,FCSB,Universitatea Cluj,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2022-07-17,2022/23,Romania,SuperLiga,1,Domestic,Farul Constanța,FCU 1948 Craiova,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2022-07-18,2022/23,Romania,SuperLiga,1,Domestic,Botoșani,Chindia Târgoviște,3,2,score,3-2,H,wikipedia,wikipedia,football-data
2022-07-18,2022/23,Romania,SuperLiga,1,Domestic,Petrolul Ploiești,Voluntari,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2022-07-22,2022/23,Romania,SuperLiga,1,Domestic,Mioveni,Farul Constanța,0,2,score,0-2,A,wikipedia,wikipedia,football-data
2022-07-23,2022/23,Romania,SuperLiga,1,Domestic,Voluntari,Botoșani,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2022-07-24,2022/23,Romania,SuperLiga,1,Domestic,FCU 1948 Craiova,CFR Cluj,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2022-07-24,2022/23,Romania,SuperLiga,1,Domestic,Rapid București,FCSB,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2022-07-24,2022/23,Romania,SuperLiga,1,Domestic,Sepsi OSK,Argeș Pitești,4,0,score,4-0,H,wikipedia,wikipedia,football-data
2022-07-24,2022/23,Romania,SuperLiga,1,Domestic,Universitatea Cluj,Universitatea Craiova,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2022-07-25,2022/23,Romania,SuperLiga,1,Domestic,Chindia Târgoviște,Hermannstadt,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2022-07-25,2022/23,Romania,SuperLiga,1,Domestic,UTA Arad,Petrolul Ploiești,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2022-07-29,2022/23,Romania,SuperLiga,1,Domestic,Argeș Pitești,Universitatea Cluj,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2022-07-29,2022/23,Romania,SuperLiga,1,Domestic,Farul Constanța,Chindia Târgoviște,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2022-07-30,2022/23,Romania,SuperLiga,1,Domestic,CFR Cluj,Mioveni,4,2,score,4-2,H,wikipedia,wikipedia,football-data
2022-07-30,2022/23,Romania,SuperLiga,1,Domestic,Voluntari,UTA Arad,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2022-07-31,2022/23,Romania,SuperLiga,1,Domestic,FCSB,FCU 1948 Craiova,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2022-07-31,2022/23,Romania,SuperLiga,1,Domestic,Petrolul Ploiești,Sepsi OSK,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2022-07-31,2022/23,Romania,SuperLiga,1,Domestic,Universitatea Craiova,Rapid București,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2022-08-01,2022/23,Romania,SuperLiga,1,Domestic,Hermannstadt,Botoșani,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2022-08-05,2022/23,Romania,SuperLiga,1,Domestic,Universitatea Cluj,Petrolul Ploiești,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2022-08-06,2022/23,Romania,SuperLiga,1,Domestic,Mioveni,FCSB,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2022-08-06,2022/23,Romania,SuperLiga,1,Domestic,Rapid București,Argeș Pitești,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2022-08-07,2022/23,Romania,SuperLiga,1,Domestic,Chindia Târgoviște,CFR Cluj,0,2,score,0-2,A,wikipedia,wikipedia,football-data
2022-08-07,2022/23,Romania,SuperLiga,1,Domestic,FCU 1948 Craiova,Universitatea Craiova,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2022-08-07,2022/23,Romania,SuperLiga,1,Domestic,Sepsi OSK,UTA Arad,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2022-08-08,2022/23,Romania,SuperLiga,1,Domestic,Botoșani,Farul Constanța,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2022-08-08,2022/23,Romania,SuperLiga,1,Domestic,Hermannstadt,Voluntari,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2022-08-12,2022/23,Romania,SuperLiga,1,Domestic,Argeș Pitești,FCU 1948 Craiova,0,2,score,0-2,A,wikipedia,wikipedia,football-data
2022-08-13,2022/23,Romania,SuperLiga,1,Domestic,Petrolul Ploiești,Rapid București,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2022-08-13,2022/23,Romania,SuperLiga,1,Domestic,UTA Arad,Universitatea Cluj,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2022-08-14,2022/23,Romania,SuperLiga,1,Domestic,CFR Cluj,Botoșani,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2022-08-14,2022/23,Romania,SuperLiga,1,Domestic,FCSB,Chindia Târgoviște,3,2,score,3-2,H,wikipedia,wikipedia,football-data
2022-08-14,2022/23,Romania,SuperLiga,1,Domestic,Universitatea Craiova,Mioveni,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2022-08-15,2022/23,Romania,SuperLiga,1,Domestic,Farul Constanța,Hermannstadt,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2022-08-15,2022/23,Romania,SuperLiga,1,Domestic,Voluntari,Sepsi OSK,0,0,score,0-0,D,wikipedia,wikipedia,football-data
