Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,DateMatchMethod,Score,Result,FixtureSource,ResultSource,DateSource
2021-07-15,2021/22,Romania,SuperLiga,1,Domestic,Botoșani,FCSB,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2021-07-16,2021/22,Romania,SuperLiga,1,Domestic,CFR Cluj,FC U Craiova 1948,3,2,score,3-2,H,wikipedia,wikipedia,football-data
2021-07-16,2021/22,Romania,SuperLiga,1,Domestic,Sepsi OSK,Academica Clinceni,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2021-07-17,2021/22,Romania,SuperLiga,1,Domestic,Gaz Metan Mediaș,Mioveni,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2021-07-17,2021/22,Romania,SuperLiga,1,Domestic,Universitatea Craiova,Argeș Pitești,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2021-07-18,2021/22,Romania,SuperLiga,1,Domestic,Rapid București,Chindia Târgoviște,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2021-07-18,2021/22,Romania,SuperLiga,1,Domestic,UTA Arad,Farul Constanța,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2021-07-19,2021/22,Romania,SuperLiga,1,Domestic,Dinamo București,Voluntari,3,2,score,3-2,H,wikipedia,wikipedia,football-data
2021-07-23,2021/22,Romania,SuperLiga,1,Domestic,Argeș Pitești,UTA Arad,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2021-07-23,2021/22,Romania,SuperLiga,1,Domestic,Mioveni,Rapid București,0,2,score,0-2,A,wikipedia,wikipedia,football-data
2021-07-24,2021/22,Romania,SuperLiga,1,Domestic,Academica Clinceni,CFR Cluj,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2021-07-24,2021/22,Romania,SuperLiga,1,Domestic,Voluntari,Botoșani,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2021-07-25,2021/22,Romania,SuperLiga,1,Domestic,FCSB,Universitatea Craiova,4,1,score,4-1,H,wikipedia,wikipedia,football-data
2021-07-25,2021/22,Romania,SuperLiga,1,Domestic,Farul Constanța,Gaz Metan Mediaș,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2021-07-26,2021/22,Romania,SuperLiga,1,Domestic,Chindia Târgoviște,Sepsi OSK,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2021-07-26,2021/22,Romania,SuperLiga,1,Domestic,FC U Craiova 1948,Dinamo București,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2021-07-30,2021/22,Romania,SuperLiga,1,Domestic,Gaz Metan Mediaș,Argeș Pitești,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2021-07-30,2021/22,Romania,SuperLiga,1,Domestic,Rapid București,Farul Constanța,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2021-07-31,2021/22,Romania,SuperLiga,1,Domestic,CFR Cluj,Chindia Târgoviște,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2021-07-31,2021/22,Romania,SuperLiga,1,Domestic,Voluntari,FC U Craiova 1948,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2021-08-01,2021/22,Romania,SuperLiga,1,Domestic,UTA Arad,FCSB,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2021-08-01,2021/22,Romania,SuperLiga,1,Domestic,Universitatea Craiova,Botoșani,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2021-08-02,2021/22,Romania,SuperLiga,1,Domestic,Dinamo București,Academica Clinceni,3,1,score,3-1,H,wikipedia,wikipedia,football-data
