Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,DateMatchMethod,Score,Result,FixtureSource,ResultSource,DateSource
2023-07-14,2023/24,Romania,SuperLiga,1,Domestic,Oțelul Galați,UTA Arad,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2023-07-14,2023/24,Romania,SuperLiga,1,Domestic,Rapid București,Sepsi OSK,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2023-07-15,2023/24,Romania,SuperLiga,1,Domestic,CFR Cluj,Politehnica Iași,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2023-07-15,2023/24,Romania,SuperLiga,1,Domestic,Hermannstadt,Farul Constanța,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2023-07-16,2023/24,Romania,SuperLiga,1,Domestic,FCU 1948 Craiova,FCSB,1,3,score,1-3,A,wikipedia,wikipedia,football-data
2023-07-16,2023/24,Romania,SuperLiga,1,Domestic,Petrolul Ploiești,Universitatea Cluj,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2023-07-17,2023/24,Romania,SuperLiga,1,Domestic,Dinamo București,Universitatea Craiova,0,2,score,0-2,A,wikipedia,wikipedia,football-data
2023-07-17,2023/24,Romania,SuperLiga,1,Domestic,Voluntari,Botoșani,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2023-07-21,2023/24,Romania,SuperLiga,1,Domestic,Sepsi OSK,FCU 1948 Craiova,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2023-07-21,2023/24,Romania,SuperLiga,1,Domestic,UTA Arad,CFR Cluj,1,3,score,1-3,A,wikipedia,wikipedia,football-data
2023-07-22,2023/24,Romania,SuperLiga,1,Domestic,FCSB,Dinamo București,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2023-07-22,2023/24,Romania,SuperLiga,1,Domestic,Farul Constanța,Voluntari,4,1,score,4-1,H,wikipedia,wikipedia,football-data
2023-07-23,2023/24,Romania,SuperLiga,1,Domestic,Politehnica Iași,Hermannstadt,1,3,score,1-3,A,wikipedia,wikipedia,football-data
2023-07-23,2023/24,Romania,SuperLiga,1,Domestic,Universitatea Cluj,Rapid București,0,3,score,0-3,A,wikipedia,wikipedia,football-data
2023-07-24,2023/24,Romania,SuperLiga,1,Domestic,Botoșani,Petrolul Ploiești,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2023-07-24,2023/24,Romania,SuperLiga,1,Domestic,Universitatea Craiova,Oțelul Galați,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2023-07-28,2023/24,Romania,SuperLiga,1,Domestic,FCU 1948 Craiova,Universitatea Cluj,3,4,score,3-4,A,wikipedia,wikipedia,football-data
2023-07-28,2023/24,Romania,SuperLiga,1,Domestic,Rapid București,Botoșani,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2023-07-29,2023/24,Romania,SuperLiga,1,Domestic,Hermannstadt,UTA Arad,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2023-07-29,2023/24,Romania,SuperLiga,1,Domestic,Oțelul Galați,FCSB,0,2,score,0-2,A,wikipedia,wikipedia,football-data
2023-07-30,2023/24,Romania,SuperLiga,1,Domestic,CFR Cluj,Universitatea Craiova,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2023-07-30,2023/24,Romania,SuperLiga,1,Domestic,Farul Constanța,Politehnica Iași,1,3,score,1-3,A,wikipedia,wikipedia,football-data
2023-07-31,2023/24,Romania,SuperLiga,1,Domestic,Dinamo București,Sepsi OSK,0,3,score,0-3,A,wikipedia,wikipedia,football-data
2023-07-31,2023/24,Romania,SuperLiga,1,Domestic,Petrolul Ploiești,Voluntari,0,2,score,0-2,A,wikipedia,wikipedia,football-data
2023-08-04,2023/24,Romania,SuperLiga,1,Domestic,UTA Arad,Politehnica Iași,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2023-08-04,2023/24,Romania,SuperLiga,1,Domestic,Universitatea Craiova,Hermannstadt,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2023-08-05,2023/24,Romania,SuperLiga,1,Domestic,Botoșani,FCU 1948 Craiova,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2023-08-05,2023/24,Romania,SuperLiga,1,Domestic,Universitatea Cluj,Dinamo București,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2023-08-06,2023/24,Romania,SuperLiga,1,Domestic,FCSB,CFR Cluj,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2023-08-06,2023/24,Romania,SuperLiga,1,Domestic,Petrolul Ploiești,Farul Constanța,3,2,score,3-2,H,wikipedia,wikipedia,football-data
2023-08-07,2023/24,Romania,SuperLiga,1,Domestic,Sepsi OSK,Oțelul Galați,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2023-08-07,2023/24,Romania,SuperLiga,1,Domestic,Voluntari,Rapid București,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2023-08-11,2023/24,Romania,SuperLiga,1,Domestic,FCU 1948 Craiova,Voluntari,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2023-08-12,2023/24,Romania,SuperLiga,1,Domestic,Oțelul Galați,Universitatea Cluj,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2023-08-12,2023/24,Romania,SuperLiga,1,Domestic,Politehnica Iași,Universitatea Craiova,1,4,score,1-4,A,wikipedia,wikipedia,football-data
2023-08-13,2023/24,Romania,SuperLiga,1,Domestic,Rapid București,Petrolul Ploiești,0,2,score,0-2,A,wikipedia,wikipedia,football-data
2023-08-14,2023/24,Romania,SuperLiga,1,Domestic,Dinamo București,Botoșani,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2023-08-18,2023/24,Romania,SuperLiga,1,Domestic,Petrolul Ploiești,FCU 1948 Craiova,4,3,score,4-3,H,wikipedia,wikipedia,football-data
2023-08-18,2023/24,Romania,SuperLiga,1,Domestic,Universitatea Craiova,UTA Arad,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2023-08-19,2023/24,Romania,SuperLiga,1,Domestic,Botoșani,Oțelul Galați,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2023-08-19,2023/24,Romania,SuperLiga,1,Domestic,Voluntari,Dinamo București,2,3,score,2-3,A,wikipedia,wikipedia,football-data
2023-08-20,2023/24,Romania,SuperLiga,1,Domestic,FCSB,Politehnica Iași,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2023-08-20,2023/24,Romania,SuperLiga,1,Domestic,Rapid București,Farul Constanța,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2023-08-21,2023/24,Romania,SuperLiga,1,Domestic,Sepsi OSK,Hermannstadt,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2023-08-21,2023/24,Romania,SuperLiga,1,Domestic,Universitatea Cluj,CFR Cluj,3,4,score,3-4,A,wikipedia,wikipedia,football-data
2023-08-25,2023/24,Romania,SuperLiga,1,Domestic,FCU 1948 Craiova,Rapid București,3,5,score,3-5,A,wikipedia,wikipedia,football-data
2023-08-25,2023/24,Romania,SuperLiga,1,Domestic,Oțelul Galați,Voluntari,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2023-08-26,2023/24,Romania,SuperLiga,1,Domestic,CFR Cluj,Botoșani,3,1,score,3-1,H,wikipedia,wikipedia,football-data
2023-08-26,2023/24,Romania,SuperLiga,1,Domestic,Dinamo București,Petrolul Ploiești,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2023-08-27,2023/24,Romania,SuperLiga,1,Domestic,Farul Constanța,Universitatea Craiova,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2023-08-28,2023/24,Romania,SuperLiga,1,Domestic,Hermannstadt,Universitatea Cluj,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2023-08-28,2023/24,Romania,SuperLiga,1,Domestic,UTA Arad,FCSB,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2023-09-01,2023/24,Romania,SuperLiga,1,Domestic,Petrolul Ploiești,Oțelul Galați,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2023-09-01,2023/24,Romania,SuperLiga,1,Domestic,Rapid București,Dinamo București,4,0,score,4-0,H,wikipedia,wikipedia,football-data
2023-09-02,2023/24,Romania,SuperLiga,1,Domestic,FCSB,Universitatea Craiova,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2023-09-02,2023/24,Romania,SuperLiga,1,Domestic,Voluntari,CFR Cluj,1,4,score,1-4,A,wikipedia,wikipedia,football-data
2023-09-03,2023/24,Romania,SuperLiga,1,Domestic,FCU 1948 Craiova,Farul Constanța,4,0,score,4-0,H,wikipedia,wikipedia,football-data
2023-09-04,2023/24,Romania,SuperLiga,1,Domestic,Botoșani,Hermannstadt,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2023-09-04,2023/24,Romania,SuperLiga,1,Domestic,Sepsi OSK,UTA Arad,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2023-09-04,2023/24,Romania,SuperLiga,1,Domestic,Universitatea Cluj,Politehnica Iași,0,2,score,0-2,A,wikipedia,wikipedia,football-data
2023-09-15,2023/24,Romania,SuperLiga,1,Domestic,Dinamo București,FCU 1948 Craiova,1,1,fixture_unique,1-1,D,wikipedia,wikipedia,football-data
2023-09-15,2023/24,Romania,SuperLiga,1,Domestic,UTA Arad,Universitatea Cluj,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2023-09-16,2023/24,Romania,SuperLiga,1,Domestic,Universitatea Craiova,Sepsi OSK,2,1,score,2-1,H,wikipedia,wikipedia,football-data
