Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,DateMatchMethod,Score,Result,FixtureSource,ResultSource,DateSource
2020-08-21,2020/21,Romania,SuperLiga,1,Domestic,Argeș Pitești,Botoșani,2,3,score,2-3,A,wikipedia,wikipedia,football-data
2020-08-22,2020/21,Romania,SuperLiga,1,Domestic,Astra Giurgiu,FCSB,0,3,score,0-3,A,wikipedia,wikipedia,football-data
2020-08-22,2020/21,Romania,SuperLiga,1,Domestic,Sepsi OSK,Universitatea Craiova,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2020-08-22,2020/21,Romania,SuperLiga,1,Domestic,Viitorul Constanța,UTA Arad,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2020-08-23,2020/21,Romania,SuperLiga,1,Domestic,Academica Clinceni,CFR Cluj,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2020-08-23,2020/21,Romania,SuperLiga,1,Domestic,Politehnica Iași,Chindia Târgoviște,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2020-08-24,2020/21,Romania,SuperLiga,1,Domestic,Dinamo București,Hermannstadt,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2020-08-24,2020/21,Romania,SuperLiga,1,Domestic,Voluntari,Gaz Metan Mediaș,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2020-08-28,2020/21,Romania,SuperLiga,1,Domestic,Gaz Metan Mediaș,Argeș Pitești,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2020-08-28,2020/21,Romania,SuperLiga,1,Domestic,UTA Arad,Voluntari,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2020-08-29,2020/21,Romania,SuperLiga,1,Domestic,CFR Cluj,Sepsi OSK,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2020-08-29,2020/21,Romania,SuperLiga,1,Domestic,Hermannstadt,Academica Clinceni,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2020-08-30,2020/21,Romania,SuperLiga,1,Domestic,Botoșani,Politehnica Iași,4,0,score,4-0,H,wikipedia,wikipedia,football-data
2020-08-30,2020/21,Romania,SuperLiga,1,Domestic,FCSB,Viitorul Constanța,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2020-08-30,2020/21,Romania,SuperLiga,1,Domestic,Universitatea Craiova,Astra Giurgiu,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2020-08-31,2020/21,Romania,SuperLiga,1,Domestic,Chindia Târgoviște,Dinamo București,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2020-09-11,2020/21,Romania,SuperLiga,1,Domestic,Argeș Pitești,UTA Arad,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2020-09-11,2020/21,Romania,SuperLiga,1,Domestic,Dinamo București,Botoșani,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2020-09-12,2020/21,Romania,SuperLiga,1,Domestic,Academica Clinceni,Chindia Târgoviște,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2020-09-12,2020/21,Romania,SuperLiga,1,Domestic,Politehnica Iași,Gaz Metan Mediaș,1,4,score,1-4,A,wikipedia,wikipedia,football-data
2020-09-12,2020/21,Romania,SuperLiga,1,Domestic,Voluntari,FCSB,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2020-09-13,2020/21,Romania,SuperLiga,1,Domestic,Astra Giurgiu,Sepsi OSK,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2020-09-13,2020/21,Romania,SuperLiga,1,Domestic,CFR Cluj,Hermannstadt,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2020-09-14,2020/21,Romania,SuperLiga,1,Domestic,Viitorul Constanța,Universitatea Craiova,1,4,score,1-4,A,wikipedia,wikipedia,football-data
2020-09-18,2020/21,Romania,SuperLiga,1,Domestic,Astra Giurgiu,CFR Cluj,0,2,score,0-2,A,wikipedia,wikipedia,football-data
2020-09-18,2020/21,Romania,SuperLiga,1,Domestic,Chindia Târgoviște,Hermannstadt,1,3,score,1-3,A,wikipedia,wikipedia,football-data
2020-09-19,2020/21,Romania,SuperLiga,1,Domestic,Sepsi OSK,Viitorul Constanța,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2020-09-19,2020/21,Romania,SuperLiga,1,Domestic,Universitatea Craiova,Voluntari,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2020-09-20,2020/21,Romania,SuperLiga,1,Domestic,Botoșani,Academica Clinceni,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2020-09-20,2020/21,Romania,SuperLiga,1,Domestic,FCSB,Argeș Pitești,3,0,score,3-0,H,wikipedia,wikipedia,football-data
