Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,DateMatchMethod,Score,Result,FixtureSource,ResultSource,DateSource
2015-07-10,2015/16,Romania,SuperLiga,1,Domestic,Astra Giurgiu,Concordia Chiajna,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2015-07-10,2015/16,Romania,SuperLiga,1,Domestic,Voluntari,CSMS Iași,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2015-07-11,2015/16,Romania,SuperLiga,1,Domestic,Steaua București,Petrolul Ploiești,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2015-07-11,2015/16,Romania,SuperLiga,1,Domestic,Viitorul Constanța,CFR Cluj,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2015-07-12,2015/16,Romania,SuperLiga,1,Domestic,CS U Craiova,Botoșani,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2015-07-12,2015/16,Romania,SuperLiga,1,Domestic,Târgu Mureș,Dinamo București,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2015-07-13,2015/16,Romania,SuperLiga,1,Domestic,ACS Poli Timișoara,Pandurii Târgu Jiu,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2015-07-17,2015/16,Romania,SuperLiga,1,Domestic,Concordia Chiajna,CSMS Iași,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2015-07-17,2015/16,Romania,SuperLiga,1,Domestic,Dinamo București,CS U Craiova,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2015-07-18,2015/16,Romania,SuperLiga,1,Domestic,Pandurii Târgu Jiu,Steaua București,0,3,score,0-3,A,wikipedia,wikipedia,football-data
2015-07-18,2015/16,Romania,SuperLiga,1,Domestic,Petrolul Ploiești,Voluntari,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2015-07-19,2015/16,Romania,SuperLiga,1,Domestic,Astra Giurgiu,Târgu Mureș,1,5,score,1-5,A,wikipedia,wikipedia,football-data
2015-07-19,2015/16,Romania,SuperLiga,1,Domestic,CFR Cluj,ACS Poli Timișoara,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2015-07-20,2015/16,Romania,SuperLiga,1,Domestic,Botoșani,Viitorul Constanța,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2015-07-24,2015/16,Romania,SuperLiga,1,Domestic,Târgu Mureș,Concordia Chiajna,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2015-07-24,2015/16,Romania,SuperLiga,1,Domestic,Voluntari,Pandurii Târgu Jiu,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2015-07-25,2015/16,Romania,SuperLiga,1,Domestic,Steaua București,CFR Cluj,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2015-07-25,2015/16,Romania,SuperLiga,1,Domestic,Viitorul Constanța,Dinamo București,1,1,score,1-1,D,wikipedia,wikipedia,football-data
2015-07-26,2015/16,Romania,SuperLiga,1,Domestic,CS U Craiova,Astra Giurgiu,1,2,score,1-2,A,wikipedia,wikipedia,football-data
2015-07-26,2015/16,Romania,SuperLiga,1,Domestic,CSMS Iași,Petrolul Ploiești,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2015-07-27,2015/16,Romania,SuperLiga,1,Domestic,ACS Poli Timișoara,Botoșani,1,0,score,1-0,H,wikipedia,wikipedia,football-data
2015-07-31,2015/16,Romania,SuperLiga,1,Domestic,CFR Cluj,Voluntari,2,0,score,2-0,H,wikipedia,wikipedia,football-data
2015-07-31,2015/16,Romania,SuperLiga,1,Domestic,Concordia Chiajna,Petrolul Ploiești,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2015-08-01,2015/16,Romania,SuperLiga,1,Domestic,Botoșani,Steaua București,0,1,score,0-1,A,wikipedia,wikipedia,football-data
2015-08-01,2015/16,Romania,SuperLiga,1,Domestic,Pandurii Târgu Jiu,CSMS Iași,3,0,score,3-0,H,wikipedia,wikipedia,football-data
2015-08-02,2015/16,Romania,SuperLiga,1,Domestic,Astra Giurgiu,Viitorul Constanța,2,2,score,2-2,D,wikipedia,wikipedia,football-data
2015-08-02,2015/16,Romania,SuperLiga,1,Domestic,Târgu Mureș,CS U Craiova,0,0,score,0-0,D,wikipedia,wikipedia,football-data
2015-08-03,2015/16,Romania,SuperLiga,1,Domestic,Dinamo București,ACS Poli Timișoara,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2015-08-07,2015/16,Romania,SuperLiga,1,Domestic,CSMS Iași,CFR Cluj,2,1,score,2-1,H,wikipedia,wikipedia,football-data
2015-08-07,2015/16,Romania,SuperLiga,1,Domestic,Voluntari,Botoșani,1,1,score,1-1,D,wikipedia,wikipedia,football-data
