Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,Score,Result,FixtureSource,ResultSource,DateSource
2017-07-14,2017/18,Romania,SuperLiga,1,Domestic,Universitatea Craiova,CSM Politehnica Iași,2,0,2-0,H,wikipedia,wikipedia,football-data
2017-07-15,2017/18,Romania,SuperLiga,1,Domestic,Concordia Chiajna,ACS Poli Timișoara,0,1,0-1,A,wikipedia,wikipedia,football-data
2017-07-15,2017/18,Romania,SuperLiga,1,Domestic,Juventus București,Dinamo București,0,3,0-3,A,wikipedia,wikipedia,football-data
2017-07-16,2017/18,Romania,SuperLiga,1,Domestic,Astra Giurgiu,Sepsi OSK,1,0,1-0,H,wikipedia,wikipedia,football-data
2017-07-16,2017/18,Romania,SuperLiga,1,Domestic,FCSB,Voluntari,2,1,2-1,H,wikipedia,wikipedia,football-data
2017-07-17,2017/18,Romania,SuperLiga,1,Domestic,Botoșani,CFR Cluj,1,1,1-1,D,wikipedia,wikipedia,football-data
2017-07-17,2017/18,Romania,SuperLiga,1,Domestic,Viitorul Constanța,Gaz Metan Mediaș,3,0,3-0,H,wikipedia,wikipedia,football-data
2017-07-21,2017/18,Romania,SuperLiga,1,Domestic,ACS Poli Timișoara,FCSB,0,1,0-1,A,wikipedia,wikipedia,football-data
2017-07-21,2017/18,Romania,SuperLiga,1,Domestic,Sepsi OSK,Juventus București,2,1,2-1,H,wikipedia,wikipedia,football-data
2017-07-22,2017/18,Romania,SuperLiga,1,Domestic,CFR Cluj,Viitorul Constanța,2,0,2-0,H,wikipedia,wikipedia,football-data
2017-07-22,2017/18,Romania,SuperLiga,1,Domestic,Universitatea Craiova,Concordia Chiajna,1,1,1-1,D,wikipedia,wikipedia,football-data
2017-07-23,2017/18,Romania,SuperLiga,1,Domestic,CSM Politehnica Iași,Gaz Metan Mediaș,0,0,0-0,D,wikipedia,wikipedia,football-data
2017-07-23,2017/18,Romania,SuperLiga,1,Domestic,Dinamo București,Botoșani,0,1,0-1,A,wikipedia,wikipedia,football-data
2017-07-24,2017/18,Romania,SuperLiga,1,Domestic,Voluntari,Astra Giurgiu,3,1,3-1,H,wikipedia,wikipedia,football-data
2017-07-28,2017/18,Romania,SuperLiga,1,Domestic,Botoșani,Sepsi OSK,5,1,5-1,H,wikipedia,wikipedia,football-data
2017-07-28,2017/18,Romania,SuperLiga,1,Domestic,Concordia Chiajna,CSM Politehnica Iași,0,1,0-1,A,wikipedia,wikipedia,football-data
2017-07-29,2017/18,Romania,SuperLiga,1,Domestic,Gaz Metan Mediaș,CFR Cluj,0,3,0-3,A,wikipedia,wikipedia,football-data
2017-07-29,2017/18,Romania,SuperLiga,1,Domestic,Juventus București,Voluntari,0,0,0-0,D,wikipedia,wikipedia,football-data
2017-07-30,2017/18,Romania,SuperLiga,1,Domestic,FCSB,Universitatea Craiova,1,1,1-1,D,wikipedia,wikipedia,football-data
