MatchKey,Occurrence,Away,Home,TableNumber,HG,AG,FDHome,FDAway,WikiID,FDID,Date
Aalesund|||HamKam|||0|||2,1,HamKam,Aalesund,6,0,2,Aalesund,HamKam,3,,
Aalesund|||Molde|||3|||0,1,Molde,Aalesund,6,3,0,Aalesund,Molde,6,,
Bodo/Glimt|||HamKam|||3|||0,1,HamKam,Bodø/Glimt,6,3,0,Bodo/Glimt,HamKam,18,,
Brann|||HamKam|||2|||1,1,HamKam,Brann,6,2,1,Brann,HamKam,33,,
HamKam|||Aalesund|||2|||1,1,Aalesund,HamKam,6,2,1,HamKam,Aalesund,46,,
HamKam|||Bodo/Glimt|||4|||4,1,Bodø/Glimt,HamKam,6,4,4,HamKam,Bodo/Glimt,47,,
HamKam|||Brann|||0|||2,1,Brann,HamKam,6,0,2,HamKam,Brann,48,,
HamKam|||Lillestrom|||0|||0,1,Lillestrøm,HamKam,6,0,0,HamKam,Lillestrom,50,,
HamKam|||Molde|||0|||4,1,Molde,HamKam,6,0,4,HamKam,Molde,51,,
HamKam|||Odd|||0|||1,1,Odd,HamKam,6,0,1,HamKam,Odd,52,,
HamKam|||Rosenborg|||3|||0,1,Rosenborg,HamKam,6,3,0,HamKam,Rosenborg,53,,
HamKam|||Sandefjord|||2|||0,1,Sandefjord,HamKam,6,2,0,HamKam,Sandefjord,54,,
HamKam|||Stabaek|||3|||2,1,Stabæk,HamKam,6,3,2,HamKam,Stabaek,56,,
HamKam|||Stromsgodset|||2|||0,1,Strømsgodset,HamKam,6,2,0,HamKam,Stromsgodset,57,,
HamKam|||Tromso|||1|||2,1,Tromsø,HamKam,6,1,2,HamKam,Tromso,58,,
Haugesund|||HamKam|||3|||2,1,HamKam,Haugesund,6,3,2,Haugesund,HamKam,64,,
Lillestrom|||HamKam|||3|||1,1,HamKam,Lillestrøm,6,3,1,Lillestrom,HamKam,79,,
Rosenborg|||HamKam|||4|||0,1,HamKam,Rosenborg,6,4,0,Rosenborg,HamKam,124,,
Sarpsborg 08|||HamKam|||2|||3,1,HamKam,Sarpsborg,6,2,3,Sarpsborg 08,HamKam,154,,
Viking|||HamKam|||7|||3,1,HamKam,Viking,6,7,3,Viking,HamKam,214,,
Valerenga|||HamKam|||3|||0,1,HamKam,Vålerenga,6,3,0,Valerenga,HamKam,229,,
