MatchKey,Occurrence,Away,Home,TableNumber,HG,AG,FDHome,FDAway,WikiID,FDID,Date
Aalesund|||Brann|||0|||0,1,Brann,Aalesund,8,0,0,Aalesund,Brann,16,195,2013-09-28
Aalesund|||Haugesund|||3|||0,1,Haugesund,Aalesund,8,3,0,Aalesund,Haugesund,31,2,2013-03-16
Aalesund|||Honefoss|||4|||3,1,Hønefoss BK,Aalesund,8,4,3,Aalesund,Honefoss,46,20,2013-04-07
Aalesund|||Lillestrom|||7|||1,1,Lillestrøm,Aalesund,8,7,1,Aalesund,Lillestrom,61,71,2013-05-13
Aalesund|||Molde|||1|||3,1,Molde,Aalesund,8,1,3,Aalesund,Molde,76,177,2013-09-13
Aalesund|||Odd|||2|||0,1,Odd,Aalesund,8,2,0,Aalesund,Odd,91,82,2013-05-20
Aalesund|||Rosenborg|||2|||2,1,Rosenborg,Aalesund,8,2,2,Aalesund,Rosenborg,106,50,2013-05-04
Aalesund|||Sandnes|||2|||3,1,Sandnes Ulf,Aalesund,8,2,3,Aalesund,Sandnes,121,129,2013-07-27
Aalesund|||Sarpsborg 08|||3|||1,1,Sarpsborg 08,Aalesund,8,3,1,Aalesund,Sarpsborg 08,136,148,2013-08-11
Aalesund|||Sogndal|||2|||2,1,Sogndal,Aalesund,8,2,2,Aalesund,Sogndal,151,113,2013-07-06
Aalesund|||Start|||1|||1,1,Start,Aalesund,8,1,1,Aalesund,Start,166,163,2013-08-25
Aalesund|||Stromsgodset|||0|||1,1,Strømsgodset,Aalesund,8,0,1,Aalesund,Stromsgodset,181,216,2013-10-20
Aalesund|||Tromso|||0|||0,1,Tromsø,Aalesund,8,0,0,Aalesund,Tromso,196,35,2013-04-21
Aalesund|||Valerenga|||1|||0,1,Vålerenga,Aalesund,8,1,0,Aalesund,Valerenga,226,225,2013-11-03
Aalesund|||Viking|||2|||1,1,Viking,Aalesund,8,2,1,Aalesund,Viking,211,101,2013-06-23
Brann|||Aalesund|||2|||0,1,Aalesund,Brann,8,2,0,Brann,Aalesund,1,73,2013-05-16
Brann|||Haugesund|||0|||1,1,Haugesund,Brann,8,0,1,Brann,Haugesund,32,201,2013-10-04
Brann|||Honefoss|||0|||0,1,Hønefoss BK,Brann,8,0,0,Brann,Honefoss,47,221,2013-10-27
Brann|||Lillestrom|||1|||1,1,Lillestrøm,Brann,8,1,1,Brann,Lillestrom,62,145,2013-08-09
Brann|||Molde|||1|||0,1,Molde,Brann,8,1,0,Brann,Molde,77,18,2013-04-06
Brann|||Odd|||2|||0,1,Odd,Brann,8,2,0,Brann,Odd,92,41,2013-04-26
Brann|||Rosenborg|||1|||4,1,Rosenborg,Brann,8,1,4,Brann,Rosenborg,107,132,2013-07-28
Brann|||Sandnes|||6|||1,1,Sandnes Ulf,Brann,8,6,1,Brann,Sandnes,122,105,2013-06-29
Brann|||Sarpsborg 08|||3|||1,1,Sarpsborg 08,Brann,8,3,1,Brann,Sarpsborg 08,137,96,2013-05-26
Brann|||Sogndal|||1|||0,1,Sogndal,Brann,8,1,0,Brann,Sogndal,152,169,2013-08-30
Brann|||Start|||2|||0,1,Start,Brann,8,2,0,Brann,Start,167,64,2013-05-09
Brann|||Stromsgodset|||1|||1,1,Strømsgodset,Brann,8,1,1,Brann,Stromsgodset,182,187,2013-09-21
Brann|||Tromso|||4|||1,1,Tromsø,Brann,8,4,1,Brann,Tromso,197,233,2013-11-10
Brann|||Valerenga|||3|||1,1,Vålerenga,Brann,8,3,1,Brann,Valerenga,227,3,2013-03-16
Brann|||Viking|||2|||0,1,Viking,Brann,8,2,0,Brann,Viking,212,34,2013-04-20
Haugesund|||Aalesund|||1|||2,1,Aalesund,Haugesund,8,1,2,Haugesund,Aalesund,2,124,2013-07-14
Haugesund|||Brann|||2|||1,1,Brann,Haugesund,8,2,1,Haugesund,Brann,17,104,2013-06-23
Haugesund|||Honefoss|||1|||0,1,Hønefoss BK,Haugesund,8,1,0,Haugesund,Honefoss,48,149,2013-08-11
Haugesund|||Lillestrom|||3|||2,1,Lillestrøm,Haugesund,8,3,2,Haugesund,Lillestrom,63,213,2013-10-20
Haugesund|||Molde|||1|||1,1,Molde,Haugesund,8,1,1,Haugesund,Molde,78,196,2013-09-29
Haugesund|||Odd|||3|||1,1,Odd,Haugesund,8,3,1,Haugesund,Odd,93,226,2013-11-03
Haugesund|||Rosenborg|||3|||1,1,Rosenborg,Haugesund,8,3,1,Haugesund,Rosenborg,108,39,2013-04-21
Haugesund|||Sandnes|||3|||1,1,Sandnes Ulf,Haugesund,8,3,1,Haugesund,Sandnes,123,141,2013-08-04
Haugesund|||Sarpsborg 08|||0|||1,1,Sarpsborg 08,Haugesund,8,0,1,Haugesund,Sarpsborg 08,138,52,2013-05-05
Haugesund|||Sogndal|||0|||1,1,Sogndal,Haugesund,8,0,1,Haugesund,Sogndal,153,83,2013-05-20
Haugesund|||Start|||3|||2,1,Start,Haugesund,8,3,2,Haugesund,Start,168,40,2013-04-24
Haugesund|||Stromsgodset|||2|||1,1,Strømsgodset,Haugesund,8,2,1,Haugesund,Stromsgodset,183,114,2013-07-06
Haugesund|||Tromso|||1|||0,1,Tromsø,Haugesund,8,1,0,Haugesund,Tromso,198,165,2013-08-25
Haugesund|||Valerenga|||1|||0,1,Vålerenga,Haugesund,8,1,0,Haugesund,Valerenga,228,65,2013-05-12
