MatchKey,Occurrence,Away,Home,TableNumber,HG,AG,FDHome,FDAway,WikiID,FDID,Date
Aalesund|||Bodo/Glimt|||2|||0,1,Bodø/Glimt,Aalesund,10,2,0,Aalesund,Bodo/Glimt,16,42,2015-05-03
Aalesund|||Haugesund|||2|||1,1,Haugesund,Aalesund,10,2,1,Aalesund,Haugesund,31,92,2015-06-07
Aalesund|||Lillestrom|||1|||1,1,Lillestrøm,Aalesund,10,1,1,Aalesund,Lillestrom,46,12,2015-04-12
Aalesund|||Mjondalen|||4|||2,1,Mjøndalen,Aalesund,10,4,2,Aalesund,Mjondalen,61,117,2015-07-05
Aalesund|||Molde|||1|||2,1,Molde,Aalesund,10,1,2,Aalesund,Molde,76,220,2015-10-25
Aalesund|||Odd|||1|||3,1,Odd,Aalesund,10,1,3,Aalesund,Odd,91,187,2015-09-20
Aalesund|||Rosenborg|||0|||1,1,Rosenborg,Aalesund,10,0,1,Aalesund,Rosenborg,106,233,2015-11-08
Aalesund|||Sandefjord|||2|||1,1,Sandefjord,Aalesund,10,2,1,Aalesund,Sandefjord,121,205,2015-10-04
Aalesund|||Sarpsborg 08|||2|||2,1,Sarpsborg 08,Aalesund,10,2,2,Aalesund,Sarpsborg 08,136,59,2015-05-13
Aalesund|||Stabaek|||1|||1,1,Stabæk,Aalesund,10,1,1,Aalesund,Stabaek,151,101,2015-06-21
Aalesund|||Start|||2|||0,1,Start,Aalesund,10,2,0,Aalesund,Start,166,140,2015-08-02
Aalesund|||Stromsgodset|||2|||1,1,Strømsgodset,Aalesund,10,2,1,Aalesund,Stromsgodset,181,152,2015-08-14
Aalesund|||Tromso|||0|||2,1,Tromsø,Aalesund,10,0,2,Aalesund,Tromso,196,28,2015-04-26
Aalesund|||Valerenga|||2|||0,1,Vålerenga,Aalesund,10,2,0,Aalesund,Valerenga,226,168,2015-08-28
Aalesund|||Viking|||0|||4,1,Viking,Aalesund,10,0,4,Aalesund,Viking,211,77,2015-05-25
Bodo/Glimt|||Aalesund|||1|||0,1,Aalesund,Bodø/Glimt,10,1,0,Bodo/Glimt,Aalesund,1,132,2015-07-26
Bodo/Glimt|||Haugesund|||1|||2,1,Haugesund,Bodø/Glimt,10,1,2,Bodo/Glimt,Haugesund,32,35,2015-04-30
Bodo/Glimt|||Lillestrom|||0|||3,1,Lillestrøm,Bodø/Glimt,10,0,3,Bodo/Glimt,Lillestrom,47,221,2015-10-25
Bodo/Glimt|||Mjondalen|||5|||1,1,Mjøndalen,Bodø/Glimt,10,5,1,Bodo/Glimt,Mjondalen,62,85,2015-05-31
Bodo/Glimt|||Molde|||1|||3,1,Molde,Bodø/Glimt,10,1,3,Bodo/Glimt,Molde,77,10,2015-04-11
Bodo/Glimt|||Odd|||2|||4,1,Odd,Bodø/Glimt,10,2,4,Bodo/Glimt,Odd,92,20,2015-04-19
Bodo/Glimt|||Rosenborg|||1|||0,1,Rosenborg,Bodø/Glimt,10,1,0,Bodo/Glimt,Rosenborg,107,120,2015-07-05
Bodo/Glimt|||Sandefjord|||2|||1,1,Sandefjord,Bodø/Glimt,10,2,1,Bodo/Glimt,Sandefjord,122,188,2015-09-20
Bodo/Glimt|||Sarpsborg 08|||3|||1,1,Sarpsborg 08,Bodø/Glimt,10,3,1,Bodo/Glimt,Sarpsborg 08,137,172,2015-08-30
Bodo/Glimt|||Stabaek|||6|||1,1,Stabæk,Bodø/Glimt,10,6,1,Bodo/Glimt,Stabaek,152,234,2015-11-08
Bodo/Glimt|||Start|||5|||1,1,Start,Bodø/Glimt,10,5,1,Bodo/Glimt,Start,167,147,2015-08-09
Bodo/Glimt|||Stromsgodset|||3|||5,1,Strømsgodset,Bodø/Glimt,10,3,5,Bodo/Glimt,Stromsgodset,182,53,2015-05-10
Bodo/Glimt|||Tromso|||1|||0,1,Tromsø,Bodø/Glimt,10,1,0,Bodo/Glimt,Tromso,197,65,2015-05-16
Bodo/Glimt|||Valerenga|||1|||1,1,Vålerenga,Bodø/Glimt,10,1,1,Bodo/Glimt,Valerenga,227,201,2015-10-02
Bodo/Glimt|||Viking|||0|||3,1,Viking,Bodø/Glimt,10,0,3,Bodo/Glimt,Viking,212,100,2015-06-21
Haugesund|||Aalesund|||3|||1,1,Aalesund,Haugesund,10,3,1,Haugesund,Aalesund,2,148,2015-08-09
Haugesund|||Bodo/Glimt|||2|||4,1,Bodø/Glimt,Haugesund,10,2,4,Haugesund,Bodo/Glimt,17,164,2015-08-23
Haugesund|||Lillestrom|||3|||3,1,Lillestrøm,Haugesund,10,3,3,Haugesund,Lillestrom,48,115,2015-07-04
Haugesund|||Mjondalen|||1|||1,1,Mjøndalen,Haugesund,10,1,1,Haugesund,Mjondalen,63,102,2015-06-21
Haugesund|||Molde|||0|||0,1,Molde,Haugesund,10,0,0,Haugesund,Molde,78,29,2015-04-26
Haugesund|||Odd|||1|||2,1,Odd,Haugesund,10,1,2,Haugesund,Odd,93,204,2015-10-04
Haugesund|||Rosenborg|||0|||6,1,Rosenborg,Haugesund,10,0,6,Haugesund,Rosenborg,108,13,2015-04-12
Haugesund|||Sandefjord|||2|||1,1,Sandefjord,Haugesund,10,2,1,Haugesund,Sandefjord,123,44,2015-05-03
Haugesund|||Sarpsborg 08|||1|||1,1,Sarpsborg 08,Haugesund,10,1,1,Haugesund,Sarpsborg 08,138,189,2015-09-20
Haugesund|||Stabaek|||2|||2,1,Stabæk,Haugesund,10,2,2,Haugesund,Stabaek,153,131,2015-07-25
Haugesund|||Start|||0|||2,1,Start,Haugesund,10,0,2,Haugesund,Start,168,82,2015-05-30
Haugesund|||Stromsgodset|||4|||0,1,Strømsgodset,Haugesund,10,4,0,Haugesund,Stromsgodset,183,74,2015-05-24
Haugesund|||Tromso|||0|||1,1,Tromsø,Haugesund,10,0,1,Haugesund,Tromso,198,235,2015-11-08
Haugesund|||Valerenga|||0|||1,1,Vålerenga,Haugesund,10,0,1,Haugesund,Valerenga,228,219,2015-10-24
Haugesund|||Viking|||0|||2,1,Viking,Haugesund,10,0,2,Haugesund,Viking,213,60,2015-05-13
Jerv|||Start|||1|||1,1,,,,,,,,,241,2015-11-21
Lillestrom|||Aalesund|||3|||1,1,Aalesund,Lillestrøm,10,3,1,Lillestrom,Aalesund,3,179,2015-09-13
Lillestrom|||Bodo/Glimt|||3|||0,1,Bodø/Glimt,Lillestrøm,10,3,0,Lillestrom,Bodo/Glimt,18,75,2015-05-25
Lillestrom|||Haugesund|||2|||0,1,Haugesund,Lillestrøm,10,2,0,Lillestrom,Haugesund,33,213,2015-10-18
Lillestrom|||Mjondalen|||3|||0,1,Mjøndalen,Lillestrøm,10,3,0,Lillestrom,Mjondalen,64,194,2015-09-26
Lillestrom|||Molde|||2|||1,1,Molde,Lillestrøm,10,2,1,Lillestrom,Molde,79,61,2015-05-13
Lillestrom|||Odd|||1|||1,1,Odd,Lillestrøm,10,1,1,Lillestrom,Odd,94,109,2015-06-28
