MatchKey,Occurrence,TableNumber,Home,Away,HG,AG,HomeKey,AwayKey,WikiID,FDID,Date
bodo glimt|||kfum|||2|||2,1,8,Bodø/Glimt,KFUM,2,2,bodo glimt,kfum,5,,
bodo glimt|||sarpsborg|||6|||0,1,8,Bodø/Glimt,Sarpsborg,6,0,bodo glimt,sarpsborg,12,,
brann|||kfum|||2|||0,1,8,Brann,KFUM,2,0,brann,kfum,20,,
brann|||sarpsborg|||1|||3,1,8,Brann,Sarpsborg,1,3,brann,sarpsborg,27,,
fredrikstad|||kfum|||0|||0,1,8,Fredrikstad,KFUM,0,0,fredrikstad,kfum,35,,
fredrikstad|||sarpsborg|||2|||2,1,8,Fredrikstad,Sarpsborg,2,2,fredrikstad,sarpsborg,42,,
hamkam|||kfum|||0|||2,1,8,HamKam,KFUM,0,2,hamkam,kfum,50,,
hamkam|||sarpsborg|||0|||2,1,8,HamKam,Sarpsborg,0,2,hamkam,sarpsborg,57,,
haugesund|||kfum|||0|||1,1,8,Haugesund,KFUM,0,1,haugesund,kfum,65,,
haugesund|||sarpsborg|||1|||2,1,8,Haugesund,Sarpsborg,1,2,haugesund,sarpsborg,72,,
kfum|||bodo glimt|||1|||1,1,8,KFUM,Bodø/Glimt,1,1,kfum,bodo glimt,76,,
kfum|||brann|||0|||0,1,8,KFUM,Brann,0,0,kfum,brann,77,,
kfum|||fredrikstad|||1|||4,1,8,KFUM,Fredrikstad,1,4,kfum,fredrikstad,78,,
kfum|||hamkam|||1|||1,1,8,KFUM,HamKam,1,1,kfum,hamkam,79,,
kfum|||haugesund|||0|||0,1,8,KFUM,Haugesund,0,0,kfum,haugesund,80,,
kfum|||kristiansund|||1|||2,1,8,KFUM,Kristiansund,1,2,kfum,kristiansund,81,,
kfum|||lillestrom|||2|||0,1,8,KFUM,Lillestrøm,2,0,kfum,lillestrom,82,,
kfum|||molde|||1|||1,1,8,KFUM,Molde,1,1,kfum,molde,83,,
kfum|||odd|||0|||0,1,8,KFUM,Odd,0,0,kfum,odd,84,,
kfum|||rosenborg|||1|||0,1,8,KFUM,Rosenborg,1,0,kfum,rosenborg,85,,
kfum|||sandefjord|||3|||3,1,8,KFUM,Sandefjord,3,3,kfum,sandefjord,86,,
kfum|||sarpsborg|||1|||2,1,8,KFUM,Sarpsborg,1,2,kfum,sarpsborg,87,,
