date,Date,black_id,white_id,WinnerID,black_goratings_id,white_goratings_id,BlackID,WhiteID,black_name,white_name,Black,White,result_code,ResultCode,result,black_rating,white_rating,BlackRating,WhiteRating,Event,source,tournament,kifu_urls,profile_urls,observation_count,perspective_count,occurrence,SameSignatureSequence,GameKey
2026-05-14,2026-05-14,2146,2360,2146,2146,2360,2146,2360,Ueno Risa,Fujita Reo,Ueno Risa,Fujita Reo,B,B,Black,3157,2817,3157,2817,GoRatings,GoRatings,GoRatings,https://u-gen.nihonkiin.or.jp/kifu_new/giboviewer/giboviewer.asp?gibo=http://u-gen.nihonkiin.or.jp/upload/java_gibo/11globis_u22_uenor_fujita_20260514.sgf | https://www.go4go.net/go/games/sgfview/126937,https://www.goratings.org/en/players/2146.html | https://www.goratings.org/en/players/2360.html,2,2,1,1,2026-05-14|2146|2360|B|1
2026-05-14,2026-05-14,2146,2562,2146,2146,2562,2146,2562,Ueno Risa,Sekiyama Honoka,Ueno Risa,Sekiyama Honoka,B,B,Black,3157,2415,3157,2415,GoRatings,GoRatings,GoRatings,https://u-gen.nihonkiin.or.jp/kifu_new/giboviewer/giboviewer.asp?gibo=http://u-gen.nihonkiin.or.jp/upload/java_gibo/11guro-bisu22_ueno_sekiyama_20260514.sgf | https://www.go4go.net/go/games/sgfview/126933,https://www.goratings.org/en/players/2146.html,1,1,1,1,2026-05-14|2146|2562|B|1
2026-05-14,2026-05-14,2148,2374,2374,2148,2374,2148,2374,Sakai Kentaro,Konishi Yoshiakira,Sakai Kentaro,Konishi Yoshiakira,W,W,White,2997,3065,2997,3065,GoRatings,GoRatings,GoRatings,NA,https://www.goratings.org/en/players/2148.html | https://www.goratings.org/en/players/2374.html,2,2,1,1,2026-05-14|2148|2374|W|1
2026-05-14,2026-05-14,2176,1287,2176,2176,1287,2176,1287,Xu Jingqi,Wang Shuang,Xu Jingqi,Wang Shuang,B,B,Black,2954,3046,2954,3046,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103248 | https://www.go4go.net/go/games/sgfview/126893,https://www.goratings.org/en/players/1287.html | https://www.goratings.org/en/players/2176.html,2,2,1,1,2026-05-14|2176|1287|B|1
2026-05-14,2026-05-14,2252,2161,2161,2252,2161,2252,2161,Yan Ximo,Chen Manqi,Yan Ximo,Chen Manqi,W,W,White,2992,2886,2992,2886,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103255 | https://www.go4go.net/go/games/sgfview/126900,https://www.goratings.org/en/players/2161.html | https://www.goratings.org/en/players/2252.html,2,2,1,1,2026-05-14|2252|2161|W|1
2026-05-14,2026-05-14,2271,1646,1646,2271,1646,2271,1646,Xu Haizhe,Zhou Hongyu,Xu Haizhe,Zhou Hongyu,W,W,White,3031,3267,3031,3267,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103250 | https://www.go4go.net/go/games/sgfview/126896,https://www.goratings.org/en/players/1646.html | https://www.goratings.org/en/players/2271.html,2,2,1,1,2026-05-14|2271|1646|W|1
2026-05-14,2026-05-14,2281,2360,2360,2281,2360,2281,2360,Tanaka Yuki,Fujita Reo,Tanaka Yuki,Fujita Reo,W,W,White,3100,2817,3100,2817,GoRatings,GoRatings,GoRatings,https://u-gen.nihonkiin.or.jp/kifu_new/giboviewer/giboviewer.asp?gibo=http://u-gen.nihonkiin.or.jp/upload/java_gibo/11GlobisP2_TanakaY_Fujita_20260514.sgf | https://www.go4go.net/go/games/sgfview/126936,https://www.goratings.org/en/players/2281.html | https://www.goratings.org/en/players/2360.html,2,2,1,1,2026-05-14|2281|2360|W|1
2026-05-14,2026-05-14,2281,2557,2281,2281,2557,2281,2557,Tanaka Yuki,Tanaka Kentaro,Tanaka Yuki,Tanaka Kentaro,B,B,Black,3100,3093,3100,3093,GoRatings,GoRatings,GoRatings,https://u-gen.nihonkiin.or.jp/kifu_new/giboviewer/giboviewer.asp?gibo=http://u-gen.nihonkiin.or.jp/upload/java_gibo/11GlobisP1_TanakaY_TanakaK_20260514.sgf | https://www.go4go.net/go/games/sgfview/126935,https://www.goratings.org/en/players/2281.html | https://www.goratings.org/en/players/2557.html,2,2,1,1,2026-05-14|2281|2557|B|1
2026-05-14,2026-05-14,2319,2285,2285,2319,2285,2319,2285,Zhu Feihong,Ding Kewen,Zhu Feihong,Ding Kewen,W,W,White,2922,3061,2922,3061,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103254 | https://www.go4go.net/go/games/sgfview/126894,https://www.goratings.org/en/players/2285.html | https://www.goratings.org/en/players/2319.html,2,2,1,1,2026-05-14|2319|2285|W|1
2026-05-14,2026-05-14,2360,2522,2360,2360,2522,2360,2522,Fujita Reo,Nakane Daiki,Fujita Reo,Nakane Daiki,B,B,Black,2817,2807,2817,2807,GoRatings,GoRatings,GoRatings,https://u-gen.nihonkiin.or.jp/kifu_new/giboviewer/giboviewer.asp?gibo=http://u-gen.nihonkiin.or.jp/upload/java_gibo/11GlobisP1_Fujita_Nakane_20260514.sgf | https://www.go4go.net/go/games/sgfview/126934,https://www.goratings.org/en/players/2360.html | https://www.goratings.org/en/players/2522.html,2,2,1,1,2026-05-14|2360|2522|B|1
2026-05-14,2026-05-14,2462,2109,2462,2462,2109,2462,2109,Kawabata Atsushi,Kiyonari Mao,Kawabata Atsushi,Kiyonari Mao,B,B,Black,2855,2709,2855,2709,GoRatings,GoRatings,GoRatings,NA,https://www.goratings.org/en/players/2462.html,1,1,1,1,2026-05-14|2462|2109|B|1
2026-05-14,2026-05-14,2509,2455,2455,2509,2455,2509,2455,Kim Dabin,Kim Junghyun (s),Kim Dabin,Kim Junghyun (s),W,W,White,3352,3314,3352,3314,GoRatings,GoRatings,GoRatings,https://www.cyberoro.com/gibo_new/giboviewer/giboviewer.asp?wh=kiwon&gibo=https://open.cyberoro.com/gibo/202605/chu09.sgf&gibonum=50791&bimg=KimDaB.jpg&wimg=KimJungH2.jpg,https://www.goratings.org/en/players/2455.html | https://www.goratings.org/en/players/2509.html,2,2,1,1,2026-05-14|2509|2455|W|1
2026-05-14,2026-05-14,2587,202,202,2587,202,2587,202,Nakagawa Takumi,Imamura Toshiya,Nakagawa Takumi,Imamura Toshiya,W,W,White,2576,3126,2576,3126,GoRatings,GoRatings,GoRatings,NA,https://www.goratings.org/en/players/202.html | https://www.goratings.org/en/players/2587.html,2,2,1,1,2026-05-14|2587|202|W|1
2026-05-14,2026-05-14,340,1176,1176,340,1176,340,1176,Hong Seongji,Kim Junghyun,Hong Seongji,Kim Junghyun,W,W,White,3487,3529,3487,3529,GoRatings,GoRatings,GoRatings,https://www.cyberoro.com/gibo_new/giboviewer/giboviewer.asp?wh=kiwon&gibo=https://open.cyberoro.com/gibo/202605/gs-kimjungh.sgf&gibonum=50790&bimg=HongSungJ.jpg&wimg=KimJungH.jpg | https://www.go4go.net/go/games/sgfview/126884,https://www.goratings.org/en/players/340.html,1,1,1,1,2026-05-14|340|1176|W|1
2026-05-14,2026-05-14,434,2175,2175,434,2175,434,2175,Tang Yi,Li Sixuan,Tang Yi,Li Sixuan,W,W,White,3021,3177,3021,3177,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103257 | https://www.go4go.net/go/games/sgfview/126891,https://www.goratings.org/en/players/2175.html | https://www.goratings.org/en/players/434.html,2,2,1,1,2026-05-14|434|2175|W|1
2026-05-14,2026-05-14,51,602,602,51,602,51,602,Kobayashi Satoru,Lin Han Chieh,Kobayashi Satoru,Lin Han Chieh,W,W,White,3084,3243,3084,3243,GoRatings,GoRatings,GoRatings,https://u-gen.nihonkiin.or.jp/kifu_new/giboviewer/giboviewer.asp?gibo=http://u-gen.nihonkiin.or.jp/upload/java_gibo/65JuudansenB_Kobayashi_Rin_20260514.sgf | https://www.go4go.net/go/games/sgfview/126971,https://www.goratings.org/en/players/602.html,1,1,1,1,2026-05-14|51|602|W|1
2026-05-14,2026-05-14,90,274,90,90,274,90,274,Yoda Norimoto,Miyazawa Goro,Yoda Norimoto,Miyazawa Goro,B,B,Black,3176,2784,3176,2784,GoRatings,GoRatings,GoRatings,https://u-gen.nihonkiin.or.jp/kifu_new/giboviewer/giboviewer.asp?gibo=http://u-gen.nihonkiin.or.jp/upload/java_gibo/52MeijinsenB_Yoda_Miyazawa_20260514.sgf | https://www.go4go.net/go/games/sgfview/126979,https://www.goratings.org/en/players/274.html | https://www.goratings.org/en/players/90.html,2,2,1,1,2026-05-14|90|274|B|1
2026-05-15,2026-05-15,115,2320,115,115,2320,115,2320,Rui Naiwei,Zeng Chudian,Rui Naiwei,Zeng Chudian,B,B,Black,3086,2805,3086,2805,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103263 | https://www.go4go.net/go/games/sgfview/126915,https://www.goratings.org/en/players/115.html | https://www.goratings.org/en/players/2320.html,2,2,1,1,2026-05-15|115|2320|B|1
2026-05-15,2026-05-15,1166,1364,1166,1166,1364,1166,1364,Lee Jihyun (m),Kim Myounghoon,Lee Jihyun (m),Kim Myounghoon,B,B,Black,3511,3541,3511,3541,GoRatings,GoRatings,GoRatings,https://www.cyberoro.com/gibo_new/giboviewer/giboviewer.asp?wh=kiwon&gibo=https://open.cyberoro.com/gibo/202605/so-liji.sgf&gibonum=50793&bimg=LeeJiH.jpg&wimg=KimMyungH.jpg | https://www.go4go.net/go/games/sgfview/126939,https://www.goratings.org/en/players/1166.html | https://www.goratings.org/en/players/1364.html,2,2,1,1,2026-05-15|1166|1364|B|1
2026-05-15,2026-05-15,1180,2316,2316,1180,2316,1180,2316,Chen Yiming,Feng Yunjia,Chen Yiming,Feng Yunjia,W,W,White,3091,3054,3091,3054,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103264 | https://www.go4go.net/go/games/sgfview/126903,https://www.goratings.org/en/players/1180.html | https://www.goratings.org/en/players/2316.html,2,2,1,1,2026-05-15|1180|2316|W|1
2026-05-15,2026-05-15,1225,1383,1225,1225,1383,1225,1383,Yu Zhiying,Wang Yubo,Yu Zhiying,Wang Yubo,B,B,Black,3285,3061,3285,3061,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103274 | https://www.go4go.net/go/games/sgfview/126913,https://www.goratings.org/en/players/1225.html | https://www.goratings.org/en/players/1383.html,2,2,1,1,2026-05-15|1225|1383|B|1
2026-05-15,2026-05-15,1287,1864,1864,1287,1864,1287,1864,Wang Shuang,Tang Jiawen,Wang Shuang,Tang Jiawen,W,W,White,3046,3278,3046,3278,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103273 | https://www.go4go.net/go/games/sgfview/126914,https://www.goratings.org/en/players/1287.html | https://www.goratings.org/en/players/1864.html,2,2,1,1,2026-05-15|1287|1864|W|1
2026-05-15,2026-05-15,1310,2285,1310,1310,2285,1310,2285,Gao Xing,Ding Kewen,Gao Xing,Ding Kewen,B,B,Black,3112,3061,3112,3061,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103265 | https://www.go4go.net/go/games/sgfview/126902,https://www.goratings.org/en/players/1310.html | https://www.goratings.org/en/players/2285.html,2,2,1,1,2026-05-15|1310|2285|B|1
2026-05-15,2026-05-15,1563,1647,1563,1563,1647,1563,1647,Luo Chuyue,Fang Ruoxi,Luo Chuyue,Fang Ruoxi,B,B,Black,3173,3184,3173,3184,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103270 | https://www.go4go.net/go/games/sgfview/126904,https://www.goratings.org/en/players/1563.html | https://www.goratings.org/en/players/1647.html,2,2,1,1,2026-05-15|1563|1647|B|1
2026-05-15,2026-05-15,1592,1646,1646,1592,1646,1592,1646,Lu Minquan,Zhou Hongyu,Lu Minquan,Zhou Hongyu,W,W,White,3202,3267,3202,3267,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103275 | https://www.go4go.net/go/games/sgfview/126906,https://www.goratings.org/en/players/1592.html | https://www.goratings.org/en/players/1646.html,2,2,1,1,2026-05-15|1592|1646|W|1
2026-05-15,2026-05-15,17937964,1524,17937964,17937964,1524,17937964,1524,Kim Dohyup,Lukas Podpera,Kim Dohyup,Lukas Podpera,B,B,Black,3025,2723,3025,2723,GoRatings,GoRatings,GoRatings,NA,https://www.goratings.org/en/players/1524.html,1,1,1,1,2026-05-15|17937964|1524|B|1
2026-05-15,2026-05-15,17937964,1543,17937964,17937964,1543,17937964,1543,Kim Dohyup,Ali Jabarin,Kim Dohyup,Ali Jabarin,B,B,Black,3022,2670,3022,2670,GoRatings,GoRatings,GoRatings,NA,https://www.goratings.org/en/players/1543.html,1,1,1,1,2026-05-15|17937964|1543|B|1
2026-05-15,2026-05-15,2027,1601,1601,2027,1601,2027,1601,Wu Yiming,Zhao Yifei,Wu Yiming,Zhao Yifei,W,W,White,3272,3166,3272,3166,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103267 | https://www.go4go.net/go/games/sgfview/126905,https://www.goratings.org/en/players/1601.html | https://www.goratings.org/en/players/2027.html,2,2,1,1,2026-05-15|2027|1601|W|1
2026-05-15,2026-05-15,2060,2030,2030,2060,2030,2060,2030,Hang Xiaotong,Ding Mingjun,Hang Xiaotong,Ding Mingjun,W,W,White,2848,3033,2848,3033,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103262 | https://www.go4go.net/go/games/sgfview/126910,https://www.goratings.org/en/players/2030.html | https://www.goratings.org/en/players/2060.html,2,2,1,1,2026-05-15|2060|2030|W|1
2026-05-15,2026-05-15,2161,1381,1381,2161,1381,2161,1381,Chen Manqi,Zhang Zihan,Chen Manqi,Zhang Zihan,W,W,White,2886,2922,2886,2922,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103272 | https://www.go4go.net/go/games/sgfview/126907,https://www.goratings.org/en/players/1381.html | https://www.goratings.org/en/players/2161.html,2,2,1,1,2026-05-15|2161|1381|W|1
2026-05-15,2026-05-15,2175,1389,1389,2175,1389,2175,1389,Li Sixuan,Pan Yang,Li Sixuan,Pan Yang,W,W,White,3177,3077,3177,3077,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103266 | https://www.go4go.net/go/games/sgfview/126911,https://www.goratings.org/en/players/1389.html | https://www.goratings.org/en/players/2175.html,2,2,1,1,2026-05-15|2175|1389|W|1
2026-05-15,2026-05-15,2176,2271,2271,2176,2271,2176,2271,Xu Jingqi,Xu Haizhe,Xu Jingqi,Xu Haizhe,W,W,White,2954,3031,2954,3031,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103269 | https://www.go4go.net/go/games/sgfview/126901,https://www.goratings.org/en/players/2176.html | https://www.goratings.org/en/players/2271.html,2,2,1,1,2026-05-15|2176|2271|W|1
2026-05-15,2026-05-15,2252,1073,1073,2252,1073,2252,1073,Yan Ximo,Wang Chenxing,Yan Ximo,Wang Chenxing,W,W,White,2992,3169,2992,3169,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103268 | https://www.go4go.net/go/games/sgfview/126912,https://www.goratings.org/en/players/1073.html | https://www.goratings.org/en/players/2252.html,2,2,1,1,2026-05-15|2252|1073|W|1
2026-05-15,2026-05-15,2490,2602,2602,2490,2602,2490,2602,Yang Jongchan,Kim Juhyeong,Yang Jongchan,Kim Juhyeong,W,W,White,3066,2998,3066,2998,GoRatings,GoRatings,GoRatings,https://www.cyberoro.com/gibo_new/giboviewer/giboviewer.asp?wh=kiwon&gibo=https://open.cyberoro.com/gibo/202605/18yangjongc.sgf&gibonum=50795&bimg=YangJongC.jpg&wimg=KimJuHy.jpg,https://www.goratings.org/en/players/2490.html | https://www.goratings.org/en/players/2602.html,2,2,1,1,2026-05-15|2490|2602|W|1
2026-05-15,2026-05-15,2588,10001328,2588,2588,10001328,2588,10001328,Kim Sawoo,Kang Kyeonghyeon,Kim Sawoo,Kang Kyeonghyeon,B,B,Black,3004,2753,3004,2753,GoRatings,GoRatings,GoRatings,https://www.cyberoro.com/gibo_new/giboviewer/giboviewer.asp?wh=kiwon&gibo=https://open.cyberoro.com/gibo/202605/18kimsawuu.sgf&gibonum=50798&bimg=KimSaW.jpg&wimg=KangKyungH.jpg,https://www.goratings.org/en/players/kba_10001328.html | https://www.goratings.org/en/players/2588.html,2,2,1,1,2026-05-15|2588|10001328|B|1
2026-05-15,2026-05-15,313,2383,313,313,2383,313,2383,Kang Dongyun,Kim Seungjin,Kang Dongyun,Kim Seungjin,B,B,Black,3566,3376,3566,3376,GoRatings,GoRatings,GoRatings,https://www.cyberoro.com/gibo_new/giboviewer/giboviewer.asp?wh=kiwon&gibo=https://open.cyberoro.com/gibo/202605/gs-kangdongy.sgf&gibonum=50800&bimg=KangDongY.jpg&wimg=KImSungJn.jpg | https://www.go4go.net/go/games/sgfview/126885,https://www.goratings.org/en/players/2383.html | https://www.goratings.org/en/players/313.html,2,2,1,1,2026-05-15|313|2383|B|1
2026-05-16,2026-05-16,1073,981,981,1073,981,1073,981,Wang Chenxing,Li He,Wang Chenxing,Li He,W,W,White,3169,3187,3169,3187,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103287 | https://www.go4go.net/go/games/sgfview/126924,https://www.goratings.org/en/players/1073.html | https://www.goratings.org/en/players/981.html,2,2,1,1,2026-05-16|1073|981|W|1
2026-05-16,2026-05-16,1128,1290,1290,1128,1290,1128,1290,Lee Wondo,Byun Sangil,Lee Wondo,Byun Sangil,W,W,White,3377,3640,3377,3640,GoRatings,GoRatings,GoRatings,https://www.cyberoro.com/gibo_new/giboviewer/giboviewer.asp?wh=kiwon&gibo=https://open.cyberoro.com/gibo/202605/so-byun.sgf&gibonum=50802&bimg=LiWonD.jpg&wimg=ByunSangI.jpg | https://www.go4go.net/go/games/sgfview/126940,https://www.goratings.org/en/players/1290.html,1,1,1,1,2026-05-16|1128|1290|W|1
2026-05-16,2026-05-16,1224,1966,1224,1224,1966,1224,1966,Fujisawa Rina,Kato Chie,Fujisawa Rina,Kato Chie,B,B,Black,3239,3011,3239,3011,GoRatings,GoRatings,GoRatings,https://u-gen.nihonkiin.or.jp/kifu_new/giboviewer/giboviewer.asp?gibo=http://u-gen.nihonkiin.or.jp/upload/java_gibo/lileague_fujisawa_katou_20260516.sgf | https://www.go4go.net/go/games/sgfview/126949,https://www.goratings.org/en/players/1224.html | https://www.goratings.org/en/players/1966.html,2,2,1,1,2026-05-16|1224|1966|B|1
2026-05-16,2026-05-16,1310,1601,1601,1310,1601,1310,1601,Gao Xing,Zhao Yifei,Gao Xing,Zhao Yifei,W,W,White,3112,3166,3112,3166,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103284 | https://www.go4go.net/go/games/sgfview/126931,https://www.goratings.org/en/players/1310.html | https://www.goratings.org/en/players/1601.html,2,2,1,1,2026-05-16|1310|1601|W|1
2026-05-16,2026-05-16,1381,2175,2175,1381,2175,1381,2175,Zhang Zihan,Li Sixuan,Zhang Zihan,Li Sixuan,W,W,White,2922,3177,2922,3177,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103281 | https://www.go4go.net/go/games/sgfview/126925,https://www.goratings.org/en/players/1381.html | https://www.goratings.org/en/players/2175.html,2,2,1,1,2026-05-16|1381|2175|W|1
2026-05-16,2026-05-16,1383,1287,1287,1383,1287,1383,1287,Wang Yubo,Wang Shuang,Wang Yubo,Wang Shuang,W,W,White,3061,3046,3061,3046,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103283 | https://www.go4go.net/go/games/sgfview/126922,https://www.goratings.org/en/players/1287.html | https://www.goratings.org/en/players/1383.html,2,2,1,1,2026-05-16|1383|1287|W|1
2026-05-16,2026-05-16,1563,2271,1563,1563,2271,1563,2271,Luo Chuyue,Xu Haizhe,Luo Chuyue,Xu Haizhe,B,B,Black,3173,3031,3173,3031,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103290 | https://www.go4go.net/go/games/sgfview/126930,https://www.goratings.org/en/players/1563.html | https://www.goratings.org/en/players/2271.html,2,2,1,1,2026-05-16|1563|2271|B|1
2026-05-16,2026-05-16,1646,2161,1646,1646,2161,1646,2161,Zhou Hongyu,Chen Manqi,Zhou Hongyu,Chen Manqi,B,B,Black,3266,2885,3266,2885,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103289 | https://www.go4go.net/go/games/sgfview/126928,https://www.goratings.org/en/players/1646.html | https://www.goratings.org/en/players/2161.html,2,2,1,1,2026-05-16|1646|2161|B|1
2026-05-16,2026-05-16,1667,1827,1667,1667,1827,1667,1827,Nyu Eiko,Moro Arisa,Nyu Eiko,Moro Arisa,B,B,Black,3015,2945,3015,2945,GoRatings,GoRatings,GoRatings,https://u-gen.nihonkiin.or.jp/kifu_new/giboviewer/giboviewer.asp?gibo=http://u-gen.nihonkiin.or.jp/upload/java_gibo/lileague_nyu_moro_20260516.sgf | https://www.go4go.net/go/games/sgfview/126950,https://www.goratings.org/en/players/1667.html | https://www.goratings.org/en/players/1827.html,2,2,1,1,2026-05-16|1667|1827|B|1
2026-05-16,2026-05-16,1768,1647,1647,1768,1647,1768,1647,Yang Zixuan,Fang Ruoxi,Yang Zixuan,Fang Ruoxi,W,W,White,3012,3184,3012,3184,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103277 | https://www.go4go.net/go/games/sgfview/126927,https://www.goratings.org/en/players/1647.html | https://www.goratings.org/en/players/1768.html,2,2,1,1,2026-05-16|1768|1647|W|1
2026-05-16,2026-05-16,1864,2176,1864,1864,2176,1864,2176,Tang Jiawen,Xu Jingqi,Tang Jiawen,Xu Jingqi,B,B,Black,3278,2954,3278,2954,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103278 | https://www.go4go.net/go/games/sgfview/126919,https://www.goratings.org/en/players/1864.html | https://www.goratings.org/en/players/2176.html,2,2,1,1,2026-05-16|1864|2176|B|1
2026-05-16,2026-05-16,2027,1642,2027,2027,1642,2027,1642,Wu Yiming,Liu Huiling,Wu Yiming,Liu Huiling,B,B,Black,3272,2931,3272,2931,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103286 | https://www.go4go.net/go/games/sgfview/126926,https://www.goratings.org/en/players/1642.html | https://www.goratings.org/en/players/2027.html,2,2,1,1,2026-05-16|2027|1642|B|1
2026-05-16,2026-05-16,2030,1225,1225,2030,1225,2030,1225,Ding Mingjun,Yu Zhiying,Ding Mingjun,Yu Zhiying,W,W,White,3033,3285,3033,3285,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103282 | https://www.go4go.net/go/games/sgfview/126923,https://www.goratings.org/en/players/1225.html | https://www.goratings.org/en/players/2030.html,2,2,1,1,2026-05-16|2030|1225|W|1
2026-05-16,2026-05-16,2285,115,2285,2285,115,2285,115,Ding Kewen,Rui Naiwei,Ding Kewen,Rui Naiwei,B,B,Black,3061,3086,3061,3086,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103280 | https://www.go4go.net/go/games/sgfview/126918,https://www.goratings.org/en/players/115.html | https://www.goratings.org/en/players/2285.html,2,2,1,1,2026-05-16|2285|115|B|1
2026-05-16,2026-05-16,2316,1592,1592,2316,1592,2316,1592,Feng Yunjia,Lu Minquan,Feng Yunjia,Lu Minquan,W,W,White,3054,3202,3054,3202,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103291 | https://www.go4go.net/go/games/sgfview/126929,https://www.goratings.org/en/players/1592.html | https://www.goratings.org/en/players/2316.html,2,2,1,1,2026-05-16|2316|1592|W|1
2026-05-16,2026-05-16,2319,2252,2252,2319,2252,2319,2252,Zhu Feihong,Yan Ximo,Zhu Feihong,Yan Ximo,W,W,White,2922,2992,2922,2992,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103279 | https://www.go4go.net/go/games/sgfview/126921,https://www.goratings.org/en/players/2252.html | https://www.goratings.org/en/players/2319.html,2,2,1,1,2026-05-16|2319|2252|W|1
2026-05-16,2026-05-16,2519,2206,2519,2519,2206,2519,2206,Takayama Nonoka,Takao Mari,Takayama Nonoka,Takao Mari,B,B,Black,2708,2825,2708,2825,GoRatings,GoRatings,GoRatings,https://u-gen.nihonkiin.or.jp/kifu_new/giboviewer/giboviewer.asp?gibo=http://u-gen.nihonkiin.or.jp/upload/java_gibo/lileague_taka_takao_20260516.sgf | https://www.go4go.net/go/games/sgfview/126948,https://www.goratings.org/en/players/2206.html | https://www.goratings.org/en/players/2519.html,2,2,1,1,2026-05-16|2519|2206|B|1
2026-05-16,2026-05-16,434,2026,434,434,2026,434,2026,Tang Yi,Chu Keer,Tang Yi,Chu Keer,B,B,Black,3021,2945,3021,2945,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103288 | https://www.go4go.net/go/games/sgfview/126917,https://www.goratings.org/en/players/2026.html | https://www.goratings.org/en/players/434.html,2,2,1,1,2026-05-16|434|2026|B|1
2026-05-17,2026-05-17,1175,1253,1253,1175,1253,1175,1253,Li Xuanhao,Gu Zihao,Li Xuanhao,Gu Zihao,W,W,White,3578,3657,3578,3657,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103294 | https://www.go4go.net/go/games/sgfview/126958,https://www.goratings.org/en/players/1175.html | https://www.goratings.org/en/players/1253.html,2,2,1,1,2026-05-17|1175|1253|W|1
2026-05-17,2026-05-17,1193,1155,1193,1193,1155,1193,1155,Yang Dingxin,Mi Yuting,Yang Dingxin,Mi Yuting,B,B,Black,3669,3589,3669,3589,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103297 | https://www.go4go.net/go/games/sgfview/126955,https://www.goratings.org/en/players/1155.html | https://www.goratings.org/en/players/1193.html,2,2,1,1,2026-05-17|1193|1155|B|1
2026-05-17,2026-05-17,1282,1746,1282,1282,1746,1282,1746,Li Qincheng,Wang Xinghao,Li Qincheng,Wang Xinghao,B,B,Black,3672,3705,3672,3705,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103292 | https://www.go4go.net/go/games/sgfview/126956,https://www.goratings.org/en/players/1282.html | https://www.goratings.org/en/players/1746.html,2,2,1,1,2026-05-17|1282|1746|B|1
2026-05-17,2026-05-17,1363,1082,1363,1363,1082,1363,1082,Zhao Chenyu,Lian Xiao,Zhao Chenyu,Lian Xiao,B,B,Black,3650,3594,3650,3594,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103299 | https://www.go4go.net/go/games/sgfview/126957,https://www.goratings.org/en/players/1082.html | https://www.goratings.org/en/players/1363.html,2,2,1,1,2026-05-17|1363|1082|B|1
2026-05-17,2026-05-17,1427,995,995,1427,995,1427,995,Liao Yuanhe,Tan Xiao,Liao Yuanhe,Tan Xiao,W,W,White,3576,3585,3576,3585,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026050000103296 | https://www.go4go.net/go/games/sgfview/126951,https://www.goratings.org/en/players/1427.html | https://www.goratings.org/en/players/995.html,2,2,1,1,2026-05-17|1427|995|W|1
