goratings_id,goratings_name,historical_name,match_iteration,date,color,result,historical_opponent_name,goratings_occurrences,gogod_occurrences,matched_occurrences
911,Arakaki Shun,Aragaki Shoon,1,2015-02-16,White,Loss,Imamura Yoshiaki,1,1,1
911,Arakaki Shun,Aragaki Shoon,1,2015-04-01,Black,Loss,Sada Atsushi,1,1,1
911,Arakaki Shun,Aragaki Shoon,1,2015-09-24,White,Loss,Ida Atsushi,1,1,1
911,Arakaki Shun,Aragaki Shoon,1,2016-07-03,Black,Win,Nakano Hironari,1,1,1
911,Arakaki Shun,Aragaki Shoon,1,2016-11-30,Black,Win,Konno Tameto,1,1,1
911,Arakaki Shun,Aragaki Shoon,1,2016-12-26,White,Loss,Matsumoto Takehisa,1,1,1
911,Arakaki Shun,Aragaki Shoon,1,2017-03-15,White,Win,Yokota Shigeaki,1,1,1
911,Arakaki Shun,Aragaki Shoon,1,2017-09-06,White,Loss,Murakawa Daisuke,1,1,1
911,Arakaki Shun,Aragaki Shoon,1,2017-10-18,White,Loss,Furuya Yutaka,1,1,1
911,Arakaki Shun,Aragaki Shoon,1,2019-09-02,White,Loss,Shibano Toramaru,1,1,1
911,Arakaki Shun,Aragaki Shoon,1,2020-07-08,Black,Loss,Hoshikawa Koyo,1,1,1
911,Arakaki Shun,Aragaki Shoon,1,2020-12-02,Black,Loss,Watanabe Koki,1,1,1
911,Arakaki Shun,Aragaki Shoon,1,2021-04-07,Black,Loss,Yuki Satoshi,1,1,1
911,Arakaki Shun,Aragaki Shoon,1,2022-05-25,Black,Loss,Takashima Yugo,1,1,1
911,Arakaki Shun,Aragaki Shoon,1,2023-09-27,White,Loss,Fujita Reo,1,1,1
911,Arakaki Shun,Aragaki Shoon,1,2024-04-24,White,Win,Kimu Pyonmin,1,1,1
911,Arakaki Shun,Aragaki Shoon,1,2024-08-21,White,Loss,Watanabe Yu,1,1,1
911,Arakaki Shun,Aragaki Shoon,1,2024-10-23,White,Loss,Taniguchi Toru,1,1,1
2429,Asahiyujun,Asahi Yujun,1,2025-07-22,Black,Win,Takeshita Nana,1,1,1
2429,Asahiyujun,Asahi Yujun,1,2025-08-13,Black,Win,Nakane Daiki,1,1,1
2429,Asahiyujun,Asahi Yujun,1,2025-08-13,White,Loss,Seki Ryosuke,1,1,1
2429,Asahiyujun,Asahi Yujun,1,2025-10-23,Black,Loss,Yin Chengzhi,1,1,1
2521,Baek Yeojeong,Baek Yeocheong,1,2024-07-26,Black,Loss,Kim Eunji,1,1,1
2521,Baek Yeojeong,Baek Yeocheong,1,2024-08-10,White,Loss,Kim Hyemin,1,1,1
2521,Baek Yeojeong,Baek Yeocheong,1,2024-09-21,Black,Loss,Gao Xing,1,1,1
2521,Baek Yeojeong,Baek Yeocheong,1,2024-10-11,White,Loss,Kim Kyeongeun,1,1,1
2521,Baek Yeojeong,Baek Yeocheong,1,2025-06-16,Black,Loss,Lee Changho,1,1,1
2521,Baek Yeojeong,Baek Yeocheong,1,2025-07-03,White,Loss,Oh Yujin,1,1,1
2521,Baek Yeojeong,Baek Yeocheong,1,2025-08-07,Black,Loss,Lee Nakyeong,1,1,1
2521,Baek Yeojeong,Baek Yeocheong,1,2025-10-09,White,Win,Oh Jeonga,1,1,1
2521,Baek Yeojeong,Baek Yeocheong,1,2025-11-05,Black,Loss,Nakamura Sumire,1,1,1
2521,Baek Yeojeong,Baek Yeocheong,1,2025-11-09,White,Loss,Cho Seungah,1,1,1
108,Chang Hsu,Cho U,1,2015-01-08,Black,Loss,Mimura Tomoyasu,1,1,1
108,Chang Hsu,Cho U,1,2015-01-15,Black,Loss,Ko Iso,1,1,1
108,Chang Hsu,Cho U,1,2015-02-05,Black,Win,Takao Shinji,1,1,1
108,Chang Hsu,Cho U,1,2015-02-12,White,Win,Takao Shinji,1,1,1
108,Chang Hsu,Cho U,1,2015-02-15,Black,Loss,Hane Naoki,1,1,1
108,Chang Hsu,Cho U,1,2015-02-19,White,Win,Komatsu Hideki,1,1,1
108,Chang Hsu,Cho U,1,2015-03-05,White,Loss,Yamashita Keigo,1,1,1
108,Chang Hsu,Cho U,1,2015-03-19,Black,Win,Kono Rin,1,1,1
108,Chang Hsu,Cho U,1,2015-04-02,White,Loss,Yamashita Keigo,1,1,1
108,Chang Hsu,Cho U,1,2015-04-09,White,Loss,So Yokoku,1,1,1
108,Chang Hsu,Cho U,1,2015-04-16,White,Loss,Murakawa Daisuke,1,1,1
108,Chang Hsu,Cho U,1,2015-04-23,White,Loss,Cho Riyu,1,1,1
108,Chang Hsu,Cho U,1,2015-05-04,Black,Win,Murakawa Daisuke,1,1,1
108,Chang Hsu,Cho U,1,2015-05-07,Black,Win,Kim Sujun,1,1,1
108,Chang Hsu,Cho U,1,2015-05-14,White,Win,Yuki Satoshi,1,1,1
108,Chang Hsu,Cho U,1,2015-05-28,Black,Loss,Ichiriki Ryo,1,1,1
108,Chang Hsu,Cho U,1,2015-06-01,Black,Win,Seto Taiki,1,1,1
108,Chang Hsu,Cho U,1,2015-06-25,White,Win,Hane Naoki,1,1,1
108,Chang Hsu,Cho U,1,2015-06-29,Black,Win,Tsuruta Kazushi,1,1,1
108,Chang Hsu,Cho U,1,2015-07-02,Black,Loss,Shuto Shun,1,1,1
108,Chang Hsu,Cho U,1,2015-07-16,White,Win,Cho Chikun,1,1,1
108,Chang Hsu,Cho U,1,2015-07-23,Black,Loss,Kono Rin,1,1,1
108,Chang Hsu,Cho U,1,2015-07-30,Black,Win,Kono Rin,1,1,1
108,Chang Hsu,Cho U,1,2015-08-03,Black,Loss,Yu Zhengqi,1,1,1
108,Chang Hsu,Cho U,1,2015-08-06,Black,Win,Hane Naoki,1,1,1
108,Chang Hsu,Cho U,1,2015-08-20,Black,Loss,Li Yixiu,1,1,1
108,Chang Hsu,Cho U,1,2015-08-27,Black,Win,Mizokami Tomochika,1,1,1
108,Chang Hsu,Cho U,1,2015-10-29,Black,Loss,Motoki Katsuya,1,1,1
108,Chang Hsu,Cho U,1,2015-11-12,Black,Win,Kim Sujun,1,1,1
108,Chang Hsu,Cho U,1,2015-11-19,Black,Loss,Kono Rin,1,1,1
108,Chang Hsu,Cho U,1,2015-12-10,White,Win,Hane Naoki,1,1,1
108,Chang Hsu,Cho U,1,2015-12-14,Black,Win,Onda Yasuhiko,1,1,1
108,Chang Hsu,Cho U,1,2015-12-17,Black,Loss,Yamashita Keigo,1,1,1
108,Chang Hsu,Cho U,1,2016-01-21,Black,Win,Uchida Shuhei,1,1,1
108,Chang Hsu,Cho U,1,2016-01-28,White,Loss,Takao Shinji,1,1,1
108,Chang Hsu,Cho U,1,2016-02-04,White,Win,Ichiriki Ryo,1,1,1
108,Chang Hsu,Cho U,1,2016-02-11,White,Win,Ko Iso,1,1,1
108,Chang Hsu,Cho U,1,2016-03-03,Black,Win,Awaji Shuzo,1,1,1
108,Chang Hsu,Cho U,1,2016-03-07,Black,Loss,Anzai Nobuaki,1,1,1
108,Chang Hsu,Cho U,1,2016-03-10,White,Loss,Ichiriki Ryo,1,1,1
108,Chang Hsu,Cho U,1,2016-03-17,Black,Win,Yu Zhengqi,1,1,1
108,Chang Hsu,Cho U,1,2016-03-31,White,Win,Ida Atsushi,1,1,1
108,Chang Hsu,Cho U,1,2016-04-28,White,Win,Hirata Tomoya,1,1,1
108,Chang Hsu,Cho U,1,2016-05-05,White,Loss,Ryu Shikun,1,1,1
108,Chang Hsu,Cho U,1,2016-05-12,Black,Loss,Kono Rin,1,1,1
108,Chang Hsu,Cho U,1,2016-05-19,Black,Win,Cho Riyu,1,1,1
108,Chang Hsu,Cho U,1,2016-06-02,Black,Win,Kataoka Satoshi,1,1,1
108,Chang Hsu,Cho U,1,2016-06-09,White,Win,Yamada Kimio,1,1,1
108,Chang Hsu,Cho U,1,2016-06-20,Black,Loss,Takao Shinji,1,1,1
108,Chang Hsu,Cho U,1,2016-07-07,Black,Win,Murakawa Daisuke,1,1,1
108,Chang Hsu,Cho U,1,2016-07-28,White,Win,Kobayashi Satoru,1,1,1
108,Chang Hsu,Cho U,1,2016-08-04,White,Loss,Yamashita Keigo,1,1,1
108,Chang Hsu,Cho U,1,2016-08-11,Black,Win,Yamashiro Hiroshi,1,1,1
108,Chang Hsu,Cho U,1,2016-09-02,White,Loss,Li Qincheng,1,1,1
108,Chang Hsu,Cho U,1,2016-09-08,Black,Win,So Yokoku,1,1,1
108,Chang Hsu,Cho U,1,2016-09-15,White,Win,Kudo Norio,1,1,1
108,Chang Hsu,Cho U,1,2016-09-30,Black,Loss,Fan Tingyu,1,1,1
108,Chang Hsu,Cho U,1,2016-10-06,Black,Win,Yamashita Keigo,1,1,1
108,Chang Hsu,Cho U,1,2016-10-13,Black,Win,Ko Reibun,1,1,1
108,Chang Hsu,Cho U,1,2016-10-20,White,Loss,Horimoto Mitsunari,1,1,1
108,Chang Hsu,Cho U,1,2016-10-24,White,Win,Yuki Satoshi,1,1,1
108,Chang Hsu,Cho U,1,2016-10-31,Black,Win,Yamashita Keigo,1,1,1
108,Chang Hsu,Cho U,1,2016-11-03,Black,Win,Mitani Tetsuya,1,1,1
108,Chang Hsu,Cho U,1,2016-11-10,Black,Win,Kono Rin,1,1,1
108,Chang Hsu,Cho U,1,2016-11-14,Black,Loss,Kono Rin,1,1,1
108,Chang Hsu,Cho U,1,2016-11-17,Black,Win,Oba Junya,1,1,1
108,Chang Hsu,Cho U,1,2016-12-01,White,Loss,Shuto Shun,1,1,1
108,Chang Hsu,Cho U,1,2016-12-15,White,Loss,Kono Rin,1,1,1
108,Chang Hsu,Cho U,1,2016-12-22,White,Loss,Ko Iso,1,1,1
108,Chang Hsu,Cho U,1,2017-01-12,White,Win,Hane Naoki,1,1,1
108,Chang Hsu,Cho U,1,2017-01-19,Black,Win,Kin En,1,1,1
108,Chang Hsu,Cho U,1,2017-01-26,Black,Loss,Takao Shinji,1,1,1
108,Chang Hsu,Cho U,1,2017-01-30,White,Win,Yuki Satoshi,1,1,1
108,Chang Hsu,Cho U,1,2017-02-02,White,Win,Murakawa Daisuke,1,1,1
108,Chang Hsu,Cho U,1,2017-02-16,Black,Win,Yuki Satoshi,1,1,1
108,Chang Hsu,Cho U,1,2017-02-20,White,Loss,Onishi Ryuhei,1,1,1
108,Chang Hsu,Cho U,1,2017-02-23,White,Loss,Iguchi Toyohide,1,1,1
108,Chang Hsu,Cho U,1,2017-03-09,White,Loss,Motoki Katsuya,1,1,1
108,Chang Hsu,Cho U,1,2017-03-13,White,Loss,Yu Zhengqi,1,1,1
108,Chang Hsu,Cho U,1,2017-03-30,Black,Win,Yuki Satoshi,1,1,1
108,Chang Hsu,Cho U,1,2017-04-06,White,Loss,Hane Naoki,1,1,1
108,Chang Hsu,Cho U,1,2017-04-13,Black,Loss,Yamashita Keigo,1,1,1
108,Chang Hsu,Cho U,1,2017-04-27,White,Loss,Ichiriki Ryo,1,1,1
108,Chang Hsu,Cho U,1,2017-05-04,Black,Loss,Onishi Ryuhei,1,1,1
108,Chang Hsu,Cho U,1,2017-05-18,Black,Loss,Iyama Yuta,1,1,1
108,Chang Hsu,Cho U,1,2017-05-25,White,Win,Imamura Toshiya,1,1,1
108,Chang Hsu,Cho U,1,2017-06-08,Black,Win,Kono Rin,1,1,1
108,Chang Hsu,Cho U,1,2017-06-15,Black,Loss,Shida Tatsuya,1,1,1
108,Chang Hsu,Cho U,1,2017-06-26,White,Loss,Iyama Yuta,1,1,1
108,Chang Hsu,Cho U,1,2017-07-06,White,Win,Yamashita Keigo,1,1,1
108,Chang Hsu,Cho U,1,2017-07-13,Black,Win,Cho Zuiketsoo,1,1,1
108,Chang Hsu,Cho U,1,2017-08-03,Black,Win,Ko Iso,1,1,1
108,Chang Hsu,Cho U,1,2017-08-10,Black,Loss,Murakawa Daisuke,1,1,1
108,Chang Hsu,Cho U,1,2017-08-31,Black,Win,Ohashi Hirofumi,1,1,1
108,Chang Hsu,Cho U,1,2017-09-07,Black,Win,So Yokoku,1,1,1
108,Chang Hsu,Cho U,1,2017-09-14,White,Win,Mochizuki Kenichi,1,1,1
108,Chang Hsu,Cho U,1,2017-12-07,Black,Win,Hane Naoki,1,1,1
108,Chang Hsu,Cho U,1,2017-12-14,White,Win,Aoki Shinichi,1,1,1
108,Chang Hsu,Cho U,1,2018-01-11,Black,Loss,Suzuki Shinji,1,1,1
108,Chang Hsu,Cho U,1,2018-01-18,Black,Loss,Kyo Kagen,1,1,1
108,Chang Hsu,Cho U,1,2018-01-25,Black,Win,Yamashita Keigo,1,1,1
108,Chang Hsu,Cho U,1,2018-02-01,White,Win,Hane Naoki,1,1,1
108,Chang Hsu,Cho U,1,2018-02-15,Black,Win,Inaba Takahiro,1,1,1
108,Chang Hsu,Cho U,1,2018-02-22,White,Win,Numadate Sakiya,1,1,1
108,Chang Hsu,Cho U,1,2018-03-01,White,Win,Murakawa Daisuke,1,1,1
108,Chang Hsu,Cho U,1,2018-03-05,White,Win,Onishi Ryuhei,1,1,1
108,Chang Hsu,Cho U,1,2018-03-08,White,Loss,Yamashiro Hiroshi,1,1,1
108,Chang Hsu,Cho U,1,2018-04-05,Black,Win,Kono Rin,1,1,1
108,Chang Hsu,Cho U,1,2018-04-19,Black,Loss,Yamashita Keigo,1,1,1
108,Chang Hsu,Cho U,1,2018-04-26,Black,Win,Han Zenki,1,1,1
108,Chang Hsu,Cho U,1,2018-05-03,Black,Win,Shibano Toramaru,1,1,1
108,Chang Hsu,Cho U,1,2018-05-07,White,Loss,Yao Zhiteng,1,1,1
108,Chang Hsu,Cho U,1,2018-05-10,White,Loss,Kyo Kagen,1,1,1
108,Chang Hsu,Cho U,1,2018-05-24,Black,Win,Oh Rissei,1,1,1
108,Chang Hsu,Cho U,1,2018-05-31,Black,Loss,Yu Zhengqi,1,1,1
108,Chang Hsu,Cho U,1,2018-06-07,Black,Win,Hirata Tomoya,1,1,1
108,Chang Hsu,Cho U,1,2018-06-14,White,Loss,Ichiriki Ryo,1,1,1
108,Chang Hsu,Cho U,1,2018-06-28,White,Win,Yu Zhengqi,1,1,1
108,Chang Hsu,Cho U,1,2018-07-05,White,Win,Kazama Jun,1,1,1
108,Chang Hsu,Cho U,1,2018-07-16,White,Win,Imamura Toshiya,1,1,1
108,Chang Hsu,Cho U,1,2018-07-19,White,Win,Ko Iso,1,1,1
108,Chang Hsu,Cho U,1,2018-08-02,White,Win,Takao Shinji,1,1,1
108,Chang Hsu,Cho U,1,2018-08-09,Black,Loss,Takao Shinji,1,1,1
108,Chang Hsu,Cho U,1,2018-08-16,Black,Loss,Ichiriki Ryo,1,1,1
108,Chang Hsu,Cho U,1,2018-08-28,White,Loss,Iyama Yuta,1,1,1
108,Chang Hsu,Cho U,1,2018-09-12,Black,Loss,Iyama Yuta,1,1,1
108,Chang Hsu,Cho U,1,2018-09-17,White,Loss,Kono Rin,1,1,1
108,Chang Hsu,Cho U,1,2018-09-25,White,Win,Iyama Yuta,1,1,1
108,Chang Hsu,Cho U,1,2018-10-04,White,Win,Ito Masashi,1,1,1
108,Chang Hsu,Cho U,1,2018-10-10,Black,Loss,Iyama Yuta,1,1,1
108,Chang Hsu,Cho U,1,2018-10-15,White,Win,Iyama Yuta,1,1,1
108,Chang Hsu,Cho U,1,2018-10-22,Black,Win,Iyama Yuta,1,1,1
108,Chang Hsu,Cho U,1,2018-11-01,White,Win,Iyama Yuta,1,1,1
108,Chang Hsu,Cho U,1,2018-11-08,White,Win,Michael Redmond,1,1,1
108,Chang Hsu,Cho U,1,2018-11-19,White,Win,Nakano Yasuhiro,1,1,1
108,Chang Hsu,Cho U,1,2018-11-22,White,Loss,Yu Zhengqi,1,1,1
108,Chang Hsu,Cho U,1,2019-01-17,White,Win,Nakamura Shinya,1,1,1
108,Chang Hsu,Cho U,1,2019-02-18,Black,Loss,Matsuoka Hideki,1,1,1
108,Chang Hsu,Cho U,1,2019-03-14,White,Win,Yamashiro Hiroshi,1,1,1
108,Chang Hsu,Cho U,1,2019-03-18,Black,Loss,Shin Jinseo,1,1,1
108,Chang Hsu,Cho U,1,2019-04-18,Black,Loss,Fujisawa Rina,1,1,1
108,Chang Hsu,Cho U,1,2019-04-25,White,Win,Yu Zhengqi,1,1,1
108,Chang Hsu,Cho U,1,2019-05-02,White,Win,Ida Atsushi,1,1,1
108,Chang Hsu,Cho U,1,2019-05-09,White,Win,Mimura Tomoyasu,1,1,1
108,Chang Hsu,Cho U,1,2019-05-16,Black,Win,Akiyama Jiro,1,1,1
108,Chang Hsu,Cho U,1,2019-05-23,Black,Win,Otani Naoki,1,1,1
108,Chang Hsu,Cho U,1,2019-05-27,White,Loss,Zhao Chenyu,1,1,1
108,Chang Hsu,Cho U,1,2019-06-06,White,Win,Son Makoto,1,1,1
108,Chang Hsu,Cho U,1,2019-06-20,White,Win,Adachi Toshimasa,1,1,1
108,Chang Hsu,Cho U,1,2019-06-27,White,Loss,Shibano Toramaru,1,1,1
108,Chang Hsu,Cho U,1,2019-07-04,White,Loss,Sada Atsushi,1,1,1
108,Chang Hsu,Cho U,1,2019-07-11,Black,Win,Rin Kanketsu,1,1,1
108,Chang Hsu,Cho U,1,2019-07-18,Black,Loss,Shibano Toramaru,1,1,1
108,Chang Hsu,Cho U,1,2019-07-25,Black,Loss,Ko Iso,1,1,1
108,Chang Hsu,Cho U,1,2019-08-01,Black,Win,Yu Zhengqi,1,1,1
108,Chang Hsu,Cho U,1,2019-08-08,Black,Loss,Shida Tatsuya,1,1,1
108,Chang Hsu,Cho U,1,2019-08-22,Black,Win,Iyama Yuta,1,1,1
108,Chang Hsu,Cho U,1,2019-08-27,Black,Win,Shibano Toramaru,1,1,1
108,Chang Hsu,Cho U,1,2019-09-02,White,Loss,Seto Taiki,1,1,1
108,Chang Hsu,Cho U,1,2019-09-05,Black,Loss,Ichiriki Ryo,1,1,1
108,Chang Hsu,Cho U,1,2019-09-10,White,Loss,Shibano Toramaru,1,1,1
108,Chang Hsu,Cho U,1,2019-09-25,White,Loss,Shibano Toramaru,1,1,1
108,Chang Hsu,Cho U,1,2019-10-05,White,Win,Ichiriki Ryo,1,1,1
108,Chang Hsu,Cho U,1,2019-10-07,Black,Loss,Shibano Toramaru,1,1,1
108,Chang Hsu,Cho U,1,2019-11-07,White,Win,Ko Iso,1,1,1
108,Chang Hsu,Cho U,1,2019-12-12,White,Loss,Ichiriki Ryo,1,1,1
108,Chang Hsu,Cho U,1,2019-12-23,Black,Win,Iyama Yuta,1,1,1
108,Chang Hsu,Cho U,1,2020-01-09,Black,Win,Rin Kanketsu,1,1,1
108,Chang Hsu,Cho U,1,2020-01-30,White,Win,Suzuki Ayumi,1,1,1
108,Chang Hsu,Cho U,1,2020-02-13,Black,Loss,Kyo Kagen,1,1,1
108,Chang Hsu,Cho U,1,2020-03-19,White,Win,Kono Rin,1,1,1
108,Chang Hsu,Cho U,1,2020-04-02,White,Loss,Murakawa Daisuke,1,1,1
108,Chang Hsu,Cho U,1,2020-06-08,Black,Loss,Yamashita Keigo,1,1,1
108,Chang Hsu,Cho U,1,2020-06-11,Black,Loss,Ichiriki Ryo,1,1,1
108,Chang Hsu,Cho U,1,2020-06-18,White,Win,Oh Meien,1,1,1
108,Chang Hsu,Cho U,1,2020-06-29,Black,Loss,Ichiriki Ryo,1,1,1
108,Chang Hsu,Cho U,1,2020-07-13,Black,Loss,Kyo Kagen,1,1,1
108,Chang Hsu,Cho U,1,2020-07-16,Black,Loss,Nishi Takenobu,1,1,1
108,Chang Hsu,Cho U,1,2020-07-20,Black,Loss,Yamashita Keigo,1,1,1
108,Chang Hsu,Cho U,1,2020-07-27,Black,Loss,Iyama Yuta,1,1,1
108,Chang Hsu,Cho U,1,2020-08-06,White,Loss,Hane Naoki,1,1,1
108,Chang Hsu,Cho U,1,2020-08-10,White,Loss,Murakawa Daisuke,1,1,1
108,Chang Hsu,Cho U,1,2020-08-13,Black,Win,Han Zenki,1,1,1
108,Chang Hsu,Cho U,1,2020-08-20,White,Win,Murakawa Daisuke,1,1,1
108,Chang Hsu,Cho U,1,2020-08-31,White,Loss,Takao Shinji,1,1,1
108,Chang Hsu,Cho U,1,2020-09-04,Black,Win,Iyama Yuta,1,1,1
108,Chang Hsu,Cho U,1,2020-09-18,Black,Loss,Kyo Kagen,1,1,1
108,Chang Hsu,Cho U,1,2020-09-24,Black,Loss,Kono Rin,1,1,1
108,Chang Hsu,Cho U,1,2020-09-28,White,Win,Seto Taiki,1,1,1
108,Chang Hsu,Cho U,1,2020-10-01,Black,Win,Shida Tatsuya,1,1,1
108,Chang Hsu,Cho U,1,2020-10-15,White,Loss,Anzai Nobuaki,1,1,1
108,Chang Hsu,Cho U,1,2020-10-22,White,Win,So Yokoku,1,1,1
108,Chang Hsu,Cho U,1,2020-11-16,Black,Loss,Murakawa Daisuke,1,1,1
108,Chang Hsu,Cho U,1,2020-11-26,White,Win,Takao Shinji,1,1,1
108,Chang Hsu,Cho U,1,2021-01-18,White,Loss,Kyo Kagen,1,1,1
108,Chang Hsu,Cho U,1,2021-02-22,White,Win,Hane Naoki,1,1,1
108,Chang Hsu,Cho U,1,2021-03-08,Black,Loss,Mutsuura Yuta,1,1,1
108,Chang Hsu,Cho U,1,2021-03-11,Black,Win,Cho Riyu,1,1,1
108,Chang Hsu,Cho U,1,2021-04-22,Black,Win,Muramatsu Hiroki,1,1,1
108,Chang Hsu,Cho U,1,2021-04-29,White,Win,Kobayashi Koichi,1,1,1
108,Chang Hsu,Cho U,1,2021-05-24,Black,Loss,Kyo Kagen,1,1,1
108,Chang Hsu,Cho U,1,2021-06-07,White,Win,Shibano Toramaru,1,1,1
108,Chang Hsu,Cho U,1,2021-06-14,Black,Loss,Onishi Ryuhei,1,1,1
108,Chang Hsu,Cho U,1,2021-06-21,Black,Win,Koyama Kuya,1,1,1
108,Chang Hsu,Cho U,1,2021-07-01,White,Loss,Seto Taiki,1,1,1
108,Chang Hsu,Cho U,1,2021-07-05,White,Loss,Onishi Ryuhei,1,1,1
108,Chang Hsu,Cho U,1,2021-07-22,White,Win,Hane Naoki,1,1,1
108,Chang Hsu,Cho U,1,2021-08-23,Black,Win,Suzuki Shinji,1,1,1
108,Chang Hsu,Cho U,1,2021-09-02,Black,Loss,Iyama Yuta,1,1,1
108,Chang Hsu,Cho U,1,2021-09-23,Black,Loss,Yokotsuka Riki,1,1,1
108,Chang Hsu,Cho U,1,2021-11-08,Black,Loss,Otake Yu,1,1,1
108,Chang Hsu,Cho U,1,2021-12-09,White,Win,Cho Sonjin,1,1,1
108,Chang Hsu,Cho U,1,2021-12-23,White,Win,Anzai Nobuaki,1,1,1
108,Chang Hsu,Cho U,1,2022-03-14,Black,Win,Mutsuura Yuta,1,1,1
108,Chang Hsu,Cho U,1,2022-06-20,White,Loss,Motoki Katsuya,1,1,1
108,Chang Hsu,Cho U,1,2022-06-23,White,Win,Koike Yoshihiro,1,1,1
108,Chang Hsu,Cho U,1,2022-08-18,Black,Loss,Seto Taiki,1,1,1
108,Chang Hsu,Cho U,1,2022-08-25,Black,Loss,Motoki Katsuya,1,1,1
108,Chang Hsu,Cho U,1,2022-11-10,Black,Win,Motoki Katsuya,1,1,1
108,Chang Hsu,Cho U,1,2022-11-17,Black,Win,Koike Yoshihiro,1,1,1
108,Chang Hsu,Cho U,1,2022-11-19,White,Win,Mutsuura Yuta,1,1,1
108,Chang Hsu,Cho U,1,2022-12-08,Black,Win,Kyo Kagen,1,1,1
108,Chang Hsu,Cho U,1,2022-12-12,White,Win,Sakai Yuki,1,1,1
108,Chang Hsu,Cho U,1,2023-01-16,Black,Win,Sada Atsushi,1,1,1
108,Chang Hsu,Cho U,1,2023-02-02,White,Win,Yamashita Keigo,1,1,1
108,Chang Hsu,Cho U,1,2023-02-09,White,Win,Mutsuura Yuta,1,1,1
108,Chang Hsu,Cho U,1,2023-02-13,Black,Win,Tanaka Yuki,1,1,1
108,Chang Hsu,Cho U,1,2023-02-16,White,Loss,Yu Zhengqi,1,1,1
108,Chang Hsu,Cho U,1,2023-02-23,White,Win,Hane Naoki,1,1,1
108,Chang Hsu,Cho U,1,2023-03-02,White,Win,Fujita Akihiko,1,1,1
108,Chang Hsu,Cho U,1,2023-03-16,White,Loss,Son Makoto,1,1,1
108,Chang Hsu,Cho U,1,2023-04-20,Black,Loss,Fujita Akihiko,1,1,1
108,Chang Hsu,Cho U,1,2023-04-27,White,Loss,Hikosaka Naoto,1,1,1
108,Chang Hsu,Cho U,1,2023-05-01,White,Win,Suzuki Shinji,1,1,1
108,Chang Hsu,Cho U,1,2023-05-08,Black,Loss,Ichiriki Ryo,1,1,1
108,Chang Hsu,Cho U,1,2023-05-15,White,Win,Ida Atsushi,1,1,1
108,Chang Hsu,Cho U,1,2023-06-01,White,Win,Suzuki Shinji,1,1,1
108,Chang Hsu,Cho U,1,2023-06-05,White,Loss,Kono Rin,1,1,1
108,Chang Hsu,Cho U,1,2023-07-06,White,Loss,Yu Zhengqi,1,1,1
108,Chang Hsu,Cho U,1,2023-07-13,White,Win,Oya Koichi,1,1,1
108,Chang Hsu,Cho U,1,2023-07-17,Black,Loss,Murakawa Daisuke,1,1,1
108,Chang Hsu,Cho U,1,2023-07-24,Black,Loss,Shida Tatsuya,1,1,1
108,Chang Hsu,Cho U,1,2023-08-03,Black,Win,Shida Tatsuya,1,1,1
108,Chang Hsu,Cho U,1,2023-08-07,Black,Win,Mizokami Tomochika,1,1,1
108,Chang Hsu,Cho U,1,2023-09-14,White,Win,Nishioka Masao,1,1,1
108,Chang Hsu,Cho U,1,2023-09-21,White,Loss,Mitani Tetsuya,1,1,1
108,Chang Hsu,Cho U,1,2023-10-26,White,Win,Tanaka Koyu,1,1,1
108,Chang Hsu,Cho U,1,2023-11-16,White,Win,Sotoyanagi Sebun,1,1,1
108,Chang Hsu,Cho U,1,2023-11-20,Black,Win,Kono Rin,1,1,1
108,Chang Hsu,Cho U,1,2023-12-11,White,Loss,Ichiriki Ryo,1,1,1
108,Chang Hsu,Cho U,1,2023-12-16,White,Win,Nakamura Sumire,1,1,1
108,Chang Hsu,Cho U,1,2023-12-21,White,Loss,Obuchi Kotaro,1,1,1
108,Chang Hsu,Cho U,1,2024-04-11,Black,Loss,Iyama Yuta,1,1,1
108,Chang Hsu,Cho U,1,2024-05-20,White,Win,Seki Kotaro,1,1,1
108,Chang Hsu,Cho U,1,2024-06-17,White,Loss,Yamashita Keigo,1,1,1
108,Chang Hsu,Cho U,1,2024-07-15,Black,Loss,Kyo Kagen,1,1,1
108,Chang Hsu,Cho U,1,2024-08-22,Black,Loss,Fujisawa Rina,1,1,1
108,Chang Hsu,Cho U,1,2024-08-29,White,Win,So Yokoku,1,1,1
108,Chang Hsu,Cho U,1,2024-10-03,White,Loss,Ryu Shikun,1,1,1
108,Chang Hsu,Cho U,1,2024-11-11,Black,Loss,Fukuoka Kotaro,1,1,1
108,Chang Hsu,Cho U,1,2024-11-18,White,Win,Ito Masashi,1,1,1
108,Chang Hsu,Cho U,1,2024-11-28,Black,Win,Mimura Tomoyasu,1,1,1
108,Chang Hsu,Cho U,1,2024-12-12,Black,Win,I Ryo,1,1,1
108,Chang Hsu,Cho U,1,2025-02-17,White,Win,Motoki Katsuya,1,1,1
108,Chang Hsu,Cho U,1,2025-03-29,Black,Win,Fujita Akihiko,1,1,1
108,Chang Hsu,Cho U,1,2025-05-19,White,Win,An Sungjoon,1,1,1
108,Chang Hsu,Cho U,1,2025-05-21,Black,Loss,Shin Minjun,1,1,1
108,Chang Hsu,Cho U,1,2025-07-03,White,Win,Tsuruyama Atsushi,1,1,1
108,Chang Hsu,Cho U,1,2025-07-10,Black,Win,Sakai Yuki,1,1,1
108,Chang Hsu,Cho U,1,2025-07-31,White,Win,Ueno Asami,1,1,1
